,degree_centrality,closeness_centrality,betweeness_centrality,pagerank_centrality,load_centrality
FADD222,0.3376230128690386,4.7182466662784595e-29,9.97410103349506e+99,0.0008683320249252886,4.920279085302069e-05
FADD221,0.33459500378501134,4.7182466662784595e-29,9.95777027652037e+99,0.0006872090087319112,4.920279085302069e-05
PPTHIO3,0.008327024981074942,4.7182466662784595e-29,4.580995788602142e-06,0.0001342142387652613,5.4290217485698225e-06
EX_4HBENZALC[e],0.000757002271006813,4.7330839107901934e-29,0.0,0.00021829291965412724,0.0
EX_9HEXADECENOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00028913744383975864,7.1685821118069415e-06
EX_9OCTADECENOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0002954848996237268,7.1685821118069415e-06
EX_ACAL[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011997385019021651,4.587892551556439e-06
EX_AC[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012066134603933141,1.296291548158496e-07
EX_ADN[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_AD[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012596020474221634,1.3276534404526524e-07
EX_AKG[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011979110239450285,1.2270395621983566e-07
EX_ALA[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.000134804444280741,1.1046375261141185e-07
EX_AN[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00022236520540037008,8.975716493265175e-06
EX_ARG[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013437692436542227,8.602398819885909e-08
EX_ASN[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013432481191495626,1.192470395006546e-07
EX_ASP[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001345943425128932,8.564350704957846e-08
EX_BIOTINSO[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_BIOTIN[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011741883787235682,4.779054741204625e-06
EX_CADA[e],0.000757002271006813,4.72566237698713e-29,0.0,0.000137433258382025,0.0
EX_CA[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_CD[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_CELB[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_CHOLESTEROL[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_CHOL[e],0.000757002271006813,4.72566237698713e-29,0.0,0.0001338659199813902,0.0
EX_CITR[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00022437732638314701,4.779054741204625e-06
EX_CIT[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001342669328784899,8.564702640470682e-08
EX_CL[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_CO2[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013118138638893654,1.0314506635693377e-07
EX_COB12[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_COII[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_CO[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_CU[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_CYS[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013476248473499034,9.117427090157039e-08
EX_DALA[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012031792309540593,6.141718502659906e-07
EX_DAPIM[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013540427721929813,8.564702640470682e-08
EX_DA[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012164413226476017,1.285921762643022e-07
EX_DAG[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00019437064414389352,3.5842910559034707e-06
EX_SME[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012376103219909014,1.4240252989306103e-07
EX_GSH[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_DECANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0002441677328593613,7.1685821118069415e-06
EX_DGLU[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00014039927402683216,8.564702640470682e-08
EX_DIN[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001221299506537719,1.285921762643022e-07
EX_DODECANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00025650358651320426,7.1685821118069415e-06
EX_EICOSANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00020067249176868322,2.8674328447227774e-06
EX_ETH[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012057606065145828,1.285921762643022e-07
EX_FE2[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_FE3[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_FOL[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011758970369424464,4.779054741204625e-06
EX_FOR[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00015235581264672635,2.1027840861300383e-06
EX_FRU[e],0.001514004542013626,0.0,0.0,0.0001174186253561024,0.0
EX_FUM[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001395545017196985,1.396976806799959e-07
EX_G3P[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0002562951996068595,2.293946275778224e-06
EX_GABA[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013523631638599396,8.564350704957846e-08
EX_GL3P[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.000134609155916044,8.564350704957846e-08
EX_GLAC[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_GLC[e],0.001514004542013626,4.7182466662784595e-29,2.3442260311776717e-121,0.00013911500978978437,8.563660198571932e-08
EX_GLN[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013457256481760684,1.8617838870679184e-07
EX_GLU[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00014379203164577027,8.617015182426591e-08
EX_GLYCOLATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00048749953904320804,7.1685821118069415e-06
EX_GLY[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012063294640183924,6.383794389560529e-07
EX_GL[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001751088425859415,2.8674328447227774e-06
EX_GN[e],0.000757002271006813,4.7330839107901934e-29,0.0,0.0007436250307461887,0.0
EX_GSN[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_H2O[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011747597730375409,1.1418253057813965e-07
EX_HEPTADECANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001948713348038948,7.1685821118069415e-06
EX_HEXACOSANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0002259903360829702,2.8674328447227774e-06
EX_HEXADECANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0002634714901229172,2.8674328447227774e-06
EX_HEXANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0003189184541542474,7.1685821118069415e-06
EX_HIS[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013410062191799029,8.564702640470682e-08
EX_HYXN[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00024074576188152057,4.779054741204625e-06
EX_H[e],0.03557910673732021,4.7182466662784595e-29,4.41967009599576e-06,0.0008184985495708047,4.942786705234832e-06
EX_Hr[e],0.002271006813020439,4.7182466662784595e-29,0.0,0.00012063979800297095,7.116459793819594e-07
EX_ILE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001341953632804717,8.564702640470682e-08
EX_INS[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_K[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_LAAA[e],0.000757002271006813,4.7330839107901934e-29,0.0,0.0002201587941806637,0.0
EX_LAC[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012096592578630522,1.1820120349674306e-07
EX_LEU[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013389076625371294,8.564702640470682e-08
EX_LLAC[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012026013540480932,1.213620535685517e-07
EX_LYS[e],0.002271006813020439,4.7182466662784595e-29,0.0,0.00013412901858725725,2.1481396561021515e-07
EX_MAL[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013551929247176042,1.772912140166445e-07
EX_MAN[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_MET[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00015518347420131567,8.560674509003109e-08
EX_MG[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_MLT[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_MN[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_MOLYBDATE[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_NAC[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00014921450107164083,7.1685821118069415e-06
EX_NA[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_NH3[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012340973294975517,1.2610386212089786e-06
EX_NI[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_NO2[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012066006569229609,1.9879047940368572e-07
EX_NO3[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012162123056028975,1.2036728263766062e-07
EX_NONADECANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00020430045171903553,2.8674328447227774e-06
EX_NO[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_O2[e],0.0,0.0,0.0,0.0001174186253561024,0.0
EX_ORN[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013664014055482285,8.564702640470682e-08
EX_PABA[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00014119608355489156,7.1685821118069415e-06
EX_PENTADECANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0002199093063509707,2.8674328447227774e-06
EX_PHE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011924910693876071,1.1938066556685918e-07
EX_PHOSPHATIDYLCHOLINE[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_PI[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00014735403759862613,8.84739465652095e-08
EX_PNTO[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012051969537299011,7.1685821118069415e-06
EX_PROPANOATE[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_PRO[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013401898602050005,8.904474622046902e-08
EX_PYRI[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011746228545484324,7.1685821118069415e-06
EX_PYR[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012061020688384225,1.0467435169268217e-07
EX_RIBFLAV[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00016490158874300572,4.779054741204625e-06
EX_RIB[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013553530209793984,8.564702640470682e-08
EX_SER[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00012073008087024003,6.62704759610552e-07
EX_SLF[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_SUCC[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00014274506809733723,1.1254059915864587e-07
EX_SUC[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_TAG[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00015006856745441131,7.1685821118069415e-06
EX_TETRACOSANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00016277111169474815,2.8674328447227774e-06
EX_TETRADECANOATE[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.000223526996571503,7.1685821118069415e-06
EX_THR[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001341922335965639,8.564702640470682e-08
EX_TRE[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_TRP[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011897525986372703,1.1661696771470159e-07
EX_TYR[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00011867771378792245,1.1566109093015493e-07
EX_URA[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.0001211320453315318,1.1565319111752085e-07
EX_UREA[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_VAL[e],0.001514004542013626,4.7182466662784595e-29,0.0,0.00013414603446359365,8.564702640470682e-08
EX_XAN[e],0.000757002271006813,0.0,0.0,0.0001174186253561024,0.0
EX_ZN[e],0.0,0.0,0.0,0.0001174186253561024,0.0
TAG,0.08629825889477669,4.7182466662784595e-29,0.06037658737395091,0.0016210513830647376,0.009241275869705736
SCO,0.0,0.0,0.0,0.0001174186253561024,0.0
FOLK,0.013626040878122634,4.7182466662784595e-29,60172343349.92574,0.0004044723081789059,7.530872709101985e-06
FOLB5,0.006056018168054504,4.9069765329295974e-29,0.0,0.00019491985235343436,0.0
FOLB1,0.003028009084027252,4.7182466662784595e-29,3.3183511938049394e-06,0.00016488022151503478,9.769947753681126e-06
FOLB3,0.003028009084027252,4.7182466662784595e-29,0.0007145642649049159,0.00018748965910520877,0.000724334212658597
FOLB2,0.002271006813020439,4.7182466662784595e-29,0.0007298300126020405,0.00016488022151503478,0.0007438327560027119
FOLE,0.11506434519303557,4.7182466662784595e-29,2.3950969262467836e+72,0.0004249009447429461,3.125351213794734e-06
FOLD2,0.5677517032551098,4.7182466662784595e-29,1.0846018981505734e+100,0.0008789101794955285,0.002235034726335818
FOLC2,0.056018168054504165,4.7182466662784595e-29,1.0567209115365349e+91,0.0007943587889465226,6.285344499374982e-06
DFRA2,0.32626797880393643,4.7182466662784595e-29,8.256798472968446e+101,0.002368582758590503,0.0027551816026096577
DHNP,0.1271763815291446,4.7182466662784595e-29,1.4945591126955247e+85,0.00048419472911097523,0.002219404203754977
PABA,0.012112036336109008,4.7182466662784595e-29,0.0028746033378274256,0.00012209017597772267,0.002880201535661191
FOLP2,0.005299015897047691,4.7182466662784595e-29,0.0,0.0003309049203983802,1.4529539457737436e-06
DRFA,0.1105223315669947,4.7182466662784595e-29,6.559688345719762e+99,0.0007591701622912323,0.005499282412784705
FDHF,0.24526873580620742,4.7182466662784595e-29,3.1884529664883893e+66,0.0011622297158960346,0.003616616724011894
DFRA4,0.33383800151400456,4.7182466662784595e-29,4.128399239977084e+101,0.002431200687642435,0.06316281911192607
FOLD1,0.15291445874337622,4.7182466662784595e-29,2.7260449394036853e+88,0.0017800091714593035,3.432542597177808e-05
MTHF2,0.36941710825132473,4.7182466662784595e-29,2.0933390155061904e+73,0.001451989000283477,0.02276891199010986
FOLB4,0.006056018168054504,4.9069765329295974e-29,0.0,0.00017231041476326037,0.0
THF,0.37471612414837246,4.7182466662784595e-29,9.304756056341383e+71,0.0014469068998563424,0.03564976080158435
FOLC1,0.0,0.0,0.0,0.0001174186253561024,0.0
TRPG,0.025738077214231644,4.7182466662784595e-29,1.4282561942336127e+19,0.00016493670991207603,0.003604106752961449
FOLP1,0.22331566994700985,4.7182466662784595e-29,0.0027590438831922555,0.0003161305941905326,0.0027977025210815286
FBA1,0.004542013626040878,4.7182466662784595e-29,0.0,0.0001548170908626118,8.615335912598423e-06
MANB2,0.003028009084027252,4.7182466662784595e-29,44048.46836179184,0.0005282823885017873,2.7548551147913927e-06
MAN6P,0.323996971990916,4.7182466662784595e-29,1.3943917872260368e+118,0.004561425846053018,0.003108494349906743
FUCA,0.0,0.0,0.0,0.0001174186253561024,0.0
GALTB,0.005299015897047691,4.7182466662784595e-29,0.002172981412975157,0.0001716358631348578,0.002190239708103136
EPIA2,0.10673732021196064,4.7182466662784595e-29,2.0558424477138484e+100,0.0007706368791285017,0.0014431931949782256
EPIA1,0.001514004542013626,4.7182466662784595e-29,0.0,0.00011786073371977005,1.8877698747108087e-07
GALK,0.02195306585919758,4.7182466662784595e-29,4.583606554149652e+92,0.000308364329093959,2.3501684756897924e-05
GALE,0.003028009084027252,4.7182466662784595e-29,4.080324423724255e-08,0.00014658249272371556,1.6441346326746348e-05
MTR,0.0,0.0,0.0,0.0001174186253561024,0.0
OPLA,0.1627554882664648,4.7182466662784595e-29,8.192503423167835e+93,0.0005717192363919883,2.200694697584187e-05
GSHA,0.057532172596517786,4.7182466662784595e-29,1.0567212898081548e+91,0.0007761190860991829,0.000747952150331268
GLPD2,0.011355034065102194,4.7182466662784595e-29,0.12649500763677196,0.0002071696222658096,1.9039618169833757e-05
GLPK,0.029523088569265707,4.7182466662784595e-29,1.8338325556849596e+92,0.000400983559567869,0.0021135381507062017
ADHC2,0.32929598788796366,4.7182466662784595e-29,6.268318721105614e+103,0.0022731986307584816,5.979555112552823e-05
ALDC,0.32778198334595005,4.7182466662784595e-29,4.6132876723528085e+88,0.0009235907397243964,5.2319632301402526e-05
CDSA,0.5563966691900075,4.7182466662784595e-29,4.628595797326494e+127,0.004709866156205897,0.34788424178300487
PGSA3,0.006056018168054504,4.7182466662784595e-29,3.1266142239893013e-16,0.00016318419051718558,2.275950755637866e-06
PGSA2,0.005299015897047691,4.7182466662784595e-29,0.0,0.0001381911424969833,4.848099692878523e-06
PG,0.12566237698713095,4.7182466662784595e-29,1.200314660262318e+72,0.0004402003710333153,0.0007351796111632208
LIPW,0.1968205904617714,4.7182466662784595e-29,3.606965276171357e+88,0.0010564641371983477,0.0014366440480239975
GLPQ1,0.0,0.0,0.0,0.0001174186253561024,0.0
DAG,0.2036336109008327,4.7182466662784595e-29,1.6253809507147732e+100,0.001747864338595059,3.12838535981521e-05
CDH,0.3383800151400454,4.7182466662784595e-29,2.551803019624755e+89,0.0007218585630095032,5.516108953843285e-05
GPSA,0.3716881150643452,4.7182466662784595e-29,4.624359396923079e+98,0.001258005155434013,8.45332669840085e-05
ETHA,0.0,0.0,0.0,0.0001174186253561024,0.0
PSD,0.00984102952308857,4.7182466662784595e-29,0.0,0.00016831505369956163,1.935016617244117e-06
CHOLP,0.3133989401968206,4.7182466662784595e-29,7.853411009509882e+111,0.006072424260243461,0.00011889839206968196
GL,0.13096139288417866,4.7182466662784595e-29,1.200314660267584e+72,0.0004371963003402967,7.685362313902111e-06
SERA,0.23542770628311885,4.7182466662784595e-29,1.8644495830605527e+39,0.0007374083178218054,5.0652895105771834e-05
CBS,0.22710068130204392,4.7182466662784595e-29,9.71613655979337e+100,0.003046035557356058,3.826728696023438e-05
SERC,0.03406510219530658,4.7182466662784595e-29,1.0785418652065178e+26,0.0005387249831319101,1.4742991657604145e-05
SERB,0.13247539742619227,4.7182466662784595e-29,1.844131437714622e+69,0.00042448040998462435,0.0014451281575849292
ADHE2,0.23542770628311885,4.7182466662784595e-29,7.614764511122187e+42,0.0007289151207439118,0.0007817249362628206
GCVB,0.010598031794095382,4.7182466662784595e-29,2.855373835353515e-07,0.00014932226246290446,3.831479478655359e-06
ASD,0.12036336109008328,4.7182466662784595e-29,1.2550372223993552e+102,0.0006901413215220565,1.1792346498707517e-05
ASK,0.023467070401211203,4.7182466662784595e-29,7.199988117357963e+86,0.0003473554471919803,4.2897220333581945e-06
TRPA,0.22785768357305072,4.7182466662784595e-29,0.003902474484018849,0.00017801794232705283,4.619756117712873e-05
GCVT,0.02195306585919758,4.7182466662784595e-29,1.6044956646964564e+33,0.0005295891094239142,0.0014180989400902066
THRA,0.10825132475397427,4.7182466662784595e-29,7.771123864351292e+48,0.0006855120483051781,1.1462216901742594e-05
SDAA,0.01968205904617714,4.7182466662784595e-29,3.836398768523872e-15,0.0001771104456184018,1.0593883845271685e-05
THRC,0.13247539742619227,4.7182466662784595e-29,1.8441314382717587e+69,0.0004126617446451181,1.4251238875634962e-05
THRB,0.02195306585919758,4.7182466662784595e-29,7.472404489623608e+49,0.0003300035404426736,4.180277721226439e-06
GLYA1,0.35200605601816803,4.7182466662784595e-29,5.3377493709305884e+75,0.0008503000933864697,6.71046717963539e-05
ILVA,0.011355034065102194,4.7182466662784595e-29,3.776048811218655e-15,0.00014593052281828902,5.5639923690774164e-06
LPDC2,0.23467070401211204,4.7182466662784595e-29,2.0747491406122114e+31,0.0007254139825441562,0.0007683716656495991
3PG,0.02271006813020439,4.7182466662784595e-29,12625828183367.943,0.00030822778029291324,1.1447629395887893e-05
PSSA,0.006813020439061317,4.7182466662784595e-29,0.0007294749156974744,0.0001796443688314445,0.0007317544373521697
TPIA,0.006813020439061317,4.7182466662784595e-29,0.000744358567782488,0.00018700700871776972,0.0007240983818609294
FBA2,0.006813020439061317,4.7182466662784595e-29,0.0035519786088449587,0.00015468294842422095,0.0035628099981938515
ACEE,0.024224072672218017,4.7182466662784595e-29,2.2879861848681997e+43,0.0005069538364782893,1.9860460299256886e-06
ADHA,0.3648750946252839,4.7182466662784595e-29,1.807531667923812e+104,0.0012447007518903812,0.02310235673060616
PCKA,0.02043906131718395,4.7182466662784595e-29,8.818481037581388e+63,0.0002530852617935759,0.02500679743866785
ENO,0.22558667676003027,4.7182466662784595e-29,0.0007151377514738605,0.00024866884916639135,0.0008046277219022954
DLAT,0.10370931112793338,4.7182466662784595e-29,2.757427998790527e+77,0.0008775419746719456,0.004177876735136013
PGK,0.31491294473883424,4.7182466662784595e-29,3.8309321997607585e+110,0.005873391403249923,0.001554818663143972
PGI,0.015897047691143074,4.7182466662784595e-29,2.3773910886467336e+83,0.0014430124431089619,0.002898024720085249
PGMA2,0.012112036336109008,4.7182466662784595e-29,1.7157195801291096e+67,0.0011248848589396712,4.9452916658916876e-05
PFKA,0.028009084027252083,4.7182466662784595e-29,2.40495403891316e+90,0.0007025104152221387,0.004293043325851631
PYKA,0.32248296744890237,4.7182466662784595e-29,3.8618618721228165e+114,0.006253122759711891,0.015737917212647622
ACAL,0.3285389856169568,4.7182466662784595e-29,4.357306065096345e+108,0.000931598438858505,5.1220953519617506e-05
ADHC1,0.10825132475397427,4.7182466662784595e-29,6.108209657887842e+103,0.0007215109153095991,0.0025108653681888585
PPGK2,0.00984102952308857,4.7182466662784595e-29,1.319449076952731e+47,0.0003368896832815034,0.00011146619260005501
PPGK1,0.029523088569265707,4.7182466662784595e-29,1.4228389455821315e+86,0.0005068553567775211,0.010611786522270265
GAP,0.36941710825132473,4.7182466662784595e-29,4.812782961404636e+106,0.006577323077240974,0.005019665192951442
GLPX,0.1286903860711582,4.7182466662784595e-29,1.2003146602623213e+72,0.0004312289814603748,9.458857716274212e-06
GPM2,0.002271006813020439,4.7182466662784595e-29,0.0007294749156974744,0.00015442371989618267,0.0007753904989902452
LPDC1,0.2392127176381529,4.7182466662784595e-29,1.8520251954597829e+40,0.0009817878724667458,0.002205690687143605
PPDK,0.1635124905374716,4.7182466662784595e-29,8.855411721824811e+88,0.006023875601862512,5.3066633388497585e-05
GLX1,0.002271006813020439,5.111433888468331e-29,0.0,0.0002682441076529379,0.0
GLX2,0.11506434519303557,5.111433888468331e-29,4.985678387975974e-47,0.0006226242916928539,1.5350269253181e-08
ICL1,0.006056018168054504,4.7182466662784595e-29,1.8493026153276485e-07,0.0002847217543873325,2.4927192100957184e-06
GLCB,0.20590461771385316,4.7182466662784595e-29,4.179103306283325e+73,0.0012179186000357085,0.00213864384731283
OXCOA,0.0,0.0,0.0,0.0001174186253561024,0.0
GLYA2,0.3300529901589705,4.7182466662784595e-29,4.1790032470183696e+73,0.0010672751849453588,0.0022978368399353523
FOR,0.17713853141559424,4.9069765329295974e-29,0.0,0.0003939646583922562,0.0
GLX,0.006813020439061317,4.7182466662784595e-29,0.001569876693802378,0.00022498319794707507,0.0014734967739723985
PURU,0.3459500378501135,4.7182466662784595e-29,2.3951883849632566e+72,0.0011552955239084294,0.001476746126157541
OXCA,0.0,0.0,0.0,0.0001174186253561024,0.0
HISA2,0.001514004542013626,4.7182466662784595e-29,0.0007151377514738605,0.0005447941114591001,0.0007205504438179782
HISC2,0.03406510219530658,4.7182466662784595e-29,2.2709785076711817e+44,0.0005362600850154023,1.472692670664304e-05
HISI,0.11279333838001514,4.7182466662784595e-29,3646144.6074697566,0.0005030769024476005,0.0007348876080415923
HISH,0.026495079485238455,4.7182466662784595e-29,1.8081032496288893e+17,0.0006222141059698743,0.002192677352998465
HISG,0.014383043149129447,4.7182466662784595e-29,6.424639114944665e+56,0.0005640225297203369,1.1536553558561464e-06
HISE,0.11506434519303557,4.7182466662784595e-29,1.200314660262318e+72,0.000513877261143937,1.1519467912945874e-06
HISD,0.32929598788796366,4.7182466662784595e-29,4.178916162742911e+73,0.0009094455016470206,5.0346283431359825e-05
HISB2,0.2210446631339894,4.7182466662784595e-29,0.0,0.0001344508326584672,3.911537225051049e-05
HISB1,0.12566237698713095,4.7182466662784595e-29,4.2989476287696853e+73,0.00042434030063287433,2.9983269782331433e-06
NAGINSP,0.003785011355034065,4.7182466662784595e-29,0.0007145642649049159,0.0006677299956984999,0.0007185259404847392
INO1,0.005299015897047691,4.7182466662784595e-29,8.24541152822053e+16,0.0012498149520636089,9.241376765853728e-06
IMPA,0.12566237698713095,4.7182466662784595e-29,1.2003146602623187e+72,0.00092437488832773,1.0005844732830531e-05
PCD,0.32626797880393643,4.7182466662784595e-29,1.4883250123545913e+72,0.0008894222635763238,0.0014959305398090017
P6C,0.2202876608629826,4.7182466662784595e-29,0.0,0.00012879526185614318,3.826728696023438e-05
LAT,0.036336109008327025,4.7182466662784595e-29,30011160773734.52,0.0004016264404475866,0.000754677870880903
FAS1,0.34367903103709313,4.7182466662784595e-29,2.8111364600555793e+100,0.0006878909745244095,0.008208481278955033
FAS3,0.34367903103709313,4.7182466662784595e-29,9.370454866851943e+99,0.0006911174453655371,5.378136999494695e-05
FAS2,0.3444360333080999,4.7182466662784595e-29,1.8740909733703914e+100,0.0006989884207489316,5.4073342139472124e-05
ACCD6,0.17108251324753973,4.7182466662784595e-29,2.0996175941514985e+100,0.0022913596831359087,0.0357582537144165
ACS2,0.10598031794095382,4.7182466662784595e-29,8.425496846179179e+98,0.0010890759683921058,2.8822057299392977e-06
ACS1,0.11884935654806965,4.7182466662784595e-29,8.642605504699943e+98,0.0013302257785740583,1.0350860239549857e-05
BKDA1,0.010598031794095382,4.7182466662784595e-29,2.140690200600322e-08,0.00014296853102266523,1.9995227088234646e-06
BKDA2,0.010598031794095382,4.7182466662784595e-29,1.0704199740963915e-08,0.00014276206088143994,1.9995227088234646e-06
FADD28,0.18925056775170326,4.7182466662784595e-29,3.1193802089656694e+99,0.0007057416278732563,0.0014508283076225695
FADD27,0.10522331566994701,4.7182466662784595e-29,1.605895235666408e+96,0.0011664919811856442,0.001431348422273504
PGSA1,0.004542013626040878,4.7182466662784595e-29,3.0859668249698783e-06,0.0001635342138792613,9.24255038426246e-06
FADE2,0.40196820590461774,4.7182466662784595e-29,1.2067034187260085e+89,0.001633193975188666,6.089535948672502e-05
FADE3,0.3981831945495837,4.7182466662784595e-29,1.0343162133235628e+89,0.0016133942960213678,5.85312565087181e-05
FADE1,0.39894019682059045,4.7182466662784595e-29,1.379090624128455e+89,0.0015917502601634549,5.88571066608994e-05
FADE6,0.39742619227857684,4.7182466662784595e-29,5.1715810666178166e+88,0.0015096017832826652,5.853125721608565e-05
FADE7,0.39742619227857684,4.7182466662784595e-29,3.447720711078546e+88,0.0015096017781109409,5.853146023058028e-05
FADE4,0.39742619227857684,4.7182466662784595e-29,8.619301777696358e+88,0.0015099825316802825,5.853125650872659e-05
FADE5,0.39742619227857684,4.7182466662784595e-29,6.895441422157086e+88,0.0015096031880136402,5.85312565111742e-05
