,degree_centrality,closeness_centrality,betweeness_centrality,pagerank_centrality,eigenvector_centrality,information_centrality,load_centrality
EX_LEU[e],0.001514004542013626,0.38146116084319953,0.0,0.0001173489615109926,0.00018366681171997672,0.0012176475906990397,0.0
EX_LLAC[e],0.000757002271006813,0.34356306892067623,0.0,0.00011580893394052805,3.922849485432465e-05,0.0006736268681827995,0.0
EX_LYS[e],0.002271006813020439,0.40671182266009853,0.0,0.00011971039332849776,0.0002243045574309805,0.001663633894535168,0.0
EX_MAL[e],0.001514004542013626,0.3816815949147645,0.0,0.00011735497605488251,0.0001840183262064941,0.0012176534996309806,0.0
EX_MAN[e],0.000757002271006813,0.3073522568636575,0.0,0.00012304141806081123,2.0658555373893094e-06,0.000658378836023569,0.0
EX_MET[e],0.001514004542013626,0.38201272411798726,0.0,0.00011739655700678054,0.000183939914977361,0.001217662601898735,0.0
EX_MG[e],0.001514004542013626,0.38135103926096997,0.0,0.00011734401751635311,0.0001836421716463811,0.0012176446239168554,0.0
EX_MLT[e],0.001514004542013626,0.38146116084319953,0.0,0.00011738703263255006,0.00018364601843697312,0.0012176476256528085,0.0
EX_MN[e],0.002271006813020439,0.40621156211562115,0.0,0.0001194345705143743,0.00022339782453374243,0.0016635940426259644,0.0
EX_MOLYBDATE[e],0.001514004542013626,0.38135103926096997,0.0,0.00011734401751635311,0.0001836421716463811,0.0012176446239168556,0.0
EX_NAC[e],0.000757002271006813,0.2877995642701525,0.0,0.00015708007448477117,4.840853755859759e-07,0.0005523465204682152,0.0
EX_NA[e],0.001514004542013626,0.38135103926096997,0.0,0.00011734401751635311,0.0001836421716463811,0.0012176446239168552,0.0
EX_NH3[e],0.000757002271006813,0.30835667600373484,0.0,0.0001210964337859899,4.425758723601491e-06,0.0006566673749665998,0.0
EX_NI[e],0.001514004542013626,0.38135103926096997,0.0,0.00011734401751635311,0.0001836421716463811,0.0012176446239168554,0.0
EX_NO2[e],0.000757002271006813,0.34240539139450493,0.0,0.00011578516877986932,3.9378272918227095e-05,0.0006736202327840697,0.0
EX_NO3[e],0.000757002271006813,0.34267185473411155,0.0,0.00011581007417822729,3.9384603816781976e-05,0.0006736270354323559,0.0
EX_NONADECANOATE[e],0.000757002271006813,0.2825668449197861,0.0,0.00014917596865371354,8.045992508421954e-07,0.0005733068758204247,0.0
EX_NO[e],0.000757002271006813,0.2302195887068665,0.0,0.0002700969951059718,6.343838312405045e-09,0.0003515679826108995,0.0
EX_O2[e],0.000757002271006813,0.2985310734463277,0.0,0.00012370939818532288,2.863335576678551e-06,0.0006536130212396859,0.0
EX_ORN[e],0.001514004542013626,0.3816815949147645,0.0,0.00011735529778623114,0.00018375110891361482,0.0012176534870659262,0.0
EX_PABA[e],0.000757002271006813,0.2736689455148125,0.0,0.00017226657369501827,1.8986881998363723e-07,0.0005191906551093996,0.0
EX_PENTADECANOATE[e],0.000757002271006813,0.2825668449197861,0.0,0.00014917596865371354,8.045992508421954e-07,0.000573306875820425,0.0
EX_PHE[e],0.000757002271006813,0.3450888192267503,0.0,0.00011578952511807562,3.9904626670414227e-05,0.0006736400824557845,0.0
EX_PHOSPHATIDYLCHOLINE[e],0.000757002271006813,0.27993218902309813,0.0,0.00026307105328604314,1.9587597353590063e-07,0.0003571149831964043,0.0
EX_PI[e],0.001514004542013626,0.38135103926096997,0.0,0.00011734260504344621,0.00018114150572676725,0.0012175985002709033,0.0
EX_PNTO[e],0.000757002271006813,0.2600393700787402,0.0,0.0001955161680382149,1.576799695155617e-07,0.00046695938481883817,0.0
EX_PROPANOATE[e],0.000757002271006813,0.2678426601784266,0.0,0.0001954401418996987,1.948997852801072e-07,0.00046703547618806915,0.0
EX_PRO[e],0.001514004542013626,0.38157134604274984,0.0,0.00011734932311920442,0.0001838366315756007,0.0012176505204522967,0.0
EX_PYRI[e],0.000757002271006813,0.25590856257264627,0.0,0.0002635105276728735,7.362843341266468e-08,0.0003567151771565151,0.0
EX_PYR[e],0.000757002271006813,0.34544979079497906,0.0,0.00011594928395504239,4.009441968247967e-05,0.0006737560340342466,0.0
EX_RIBFLAV[e],0.000757002271006813,0.2765333891563743,0.0,0.0001770602274612673,2.463205500588808e-07,0.000513731868545591,0.0
EX_RIB[e],0.001514004542013626,0.38135103926096997,0.0,0.00011734401751635311,0.0001836421716463811,0.001217644623916854,0.0
EX_SER[e],0.000757002271006813,0.3459020686043467,0.0,0.00011581333858533125,4.080582011654458e-05,0.0006736907021472788,0.0
EX_SLF[e],0.001514004542013626,0.38135103926096997,0.0,0.00011734401751635311,0.0001836421716463811,0.0012176446239168532,0.0
EX_SUCC[e],0.001514004542013626,0.3825658847379091,0.0,0.00011748442112824527,0.00018378513889564808,0.0012176766121975602,0.0
EX_SUC[e],0.000757002271006813,0.3812409812409812,0.0,0.00011547476629161851,9.18207030964434e-05,0.0006745846474258693,0.0
EX_TAG[e],0.000757002271006813,0.301254275940707,0.0,0.00014943637826235506,8.921277020490556e-07,0.0005733061725985165,0.0
EX_TETRACOSANOATE[e],0.000757002271006813,0.2957241996865905,0.0,0.00013978668711384865,1.0826852804375918e-06,0.0005992268830850334,0.0
EX_TETRADECANOATE[e],0.000757002271006813,0.28130323679727426,0.0,0.0001952695949891116,3.1646632851035556e-07,0.000467212175202983,0.0
EX_THR[e],0.001514004542013626,0.38157134604274984,0.0,0.0001173488258308426,0.0001838376749127669,0.0012176504903965268,0.0
EX_TRE[e],0.000757002271006813,0.31686255696809784,0.0,0.00012198800171093226,2.669975296336111e-06,0.0006598456407981869,0.0
EX_TRP[e],0.000757002271006813,0.3450888192267503,0.0,0.00011578405287804203,4.005294405864976e-05,0.000673640112587169,0.0
EX_TYR[e],0.000757002271006813,0.345359477124183,0.0,0.00011578765978217641,4.0103230030524155e-05,0.0006736466177352231,0.0
EX_URA[e],0.000757002271006813,0.34267185473411155,0.0,0.00011578600697063386,3.940484319511773e-05,0.0006736268919306655,0.0
EX_UREA[e],0.000757002271006813,0.27349896480331265,0.0,0.000263138895534556,1.7072511564811304e-07,0.00035707169727080743,0.0
EX_VAL[e],0.001514004542013626,0.38146116084319953,0.0,0.00011734871191152755,0.00018366872506894307,0.0012176475867978582,0.0
EX_XAN[e],0.000757002271006813,0.2748075722904098,0.0,0.00017056450662698125,2.4753569598762417e-07,0.0005203190920685498,0.0
EX_ZN[e],0.001514004542013626,0.38135103926096997,0.0,0.00011734401751635311,0.0001836421716463811,0.0012176446239168539,0.0
TAG,0.1461014383043149,0.4919925512104283,0.00041126709650956915,0.0005829548608030251,0.01287391666953069,0.0059885215017566416,0.0004614214023932517
SCO,0.02043906131718395,0.4410684474123539,2.425060219780215e-05,0.00022487196569660704,0.0012204081037517234,0.004760093075479951,3.202872577697608e-05
FOLK,0.2028766086298259,0.5248311481922924,0.0006398243663286736,0.0007089753848948721,0.018628368100526562,0.006058367780644861,0.0007167223841172184
FOLB5,0.029523088569265707,0.4362615587846764,0.00013503080626007434,0.0003552414551662446,0.0019731734571659973,0.005120071181179047,0.00023958177346051655
FOLB1,0.006056018168054504,0.411014312383323,6.824037331266191e-06,0.00018923247410147992,0.000304508499493521,0.002968977288670679,5.0522498928997246e-05
FOLB3,0.005299015897047691,0.4073388837496146,6.4682491900039905e-06,0.00018491853896688778,0.00022158934246720917,0.0027543179853572615,4.792716067577176e-05
FOLB2,0.003785011355034065,0.37274266365688485,3.487944026165333e-07,0.00017348336385550225,9.239903744834136e-05,0.0022355519594858984,2.5883445145798497e-06
FOLE,0.336109008327025,0.5750979538528516,0.0006460963984849065,0.0010284157125502653,0.03853009530420075,0.006131384270979792,0.0006291652028859001
FOLD2,0.47464042392127176,0.6338771593090211,0.0010707283081073824,0.0013727870327071158,0.04684240950665818,0.0061642574879182165,0.0010571827131309719
FOLC2,0.2619227857683573,0.5501874219075386,0.0006975025909584973,0.0008821685777566291,0.022470344042576782,0.006099579901255245,0.0007226000275590744
DFRA2,0.2331566994700984,0.527555910543131,0.001642964458557097,0.0008290016282024061,0.019676609749169495,0.006081871051798005,0.0016404217700180374
DHNP,0.3663890991672975,0.5873721654068474,0.001904083894700523,0.0011169779124121835,0.04065412866523613,0.006140628435705739,0.0017198138441911657
PABA,0.023467070401211203,0.4404801600533511,0.00016096262825111688,0.00030830521006231946,0.0008321397054447678,0.004902028977114222,0.0003155754594599824
FOLP2,0.08554125662376987,0.479491833030853,0.000510721910451308,0.0004351105989554577,0.006286029674917973,0.005817895528000688,0.0006623599639798137
DRFA,0.2392127176381529,0.5292467948717948,0.00036844854886218097,0.0007839408694290159,0.02005197381354744,0.006085907802162671,0.000370218096908547
FDHF,0.31188493565480696,0.5543432647922787,0.0014539147633829304,0.0010455676445309773,0.022643970533703584,0.0061224132128048685,0.0015052879894480768
DFRA4,0.2384557153671461,0.5292467948717948,0.0017547018663886175,0.0008525929185041311,0.020005347733497617,0.006085419301225911,0.0017589561124513719
FOLD1,0.080999242997729,0.4711126961483595,5.467408998968882e-05,0.0003453858716526961,0.006221383372163536,0.0057967739796834904,6.0940800599103474e-05
MTHF2,0.3489780469341408,0.5798946444249341,0.0005649714963298613,0.0010654561451980305,0.0387534437817716,0.00613547901687269,0.0005650768743640058
FOLB4,0.03028009084027252,0.436405682193591,0.0001367930710928571,0.0003573516121326031,0.002056092614192309,0.0051440263838378525,0.00024128964212948435
THF,0.35276305828917487,0.5816820783795684,0.0007362145856125504,0.0010882598507185991,0.038879915339712225,0.006136633278619606,0.0007352329485777337
FOLC1,0.2657077971233914,0.5508757297748124,0.0007104232564380265,0.000900538564087667,0.022670096215060474,0.006101605758711203,0.0007307852505107354
TRPG,0.04314912944738834,0.46481351161154116,0.0002181030901463638,0.00031795022555914125,0.002762049253051544,0.005444937597421387,0.0002465988446669237
FOLP1,0.3300529901589705,0.5731019522776573,0.0032361863770881683,0.0010621068987434483,0.038337534201130764,0.0061293225910051185,0.002881442214780638
FBA1,0.00757002271006813,0.4013977514433303,1.0391270577102015e-05,0.00018691596316672626,0.0003524602985762835,0.0033560600980177143,1.4408581723171678e-05
MANB2,0.003028009084027252,0.3576069301570114,1.3986114459487616e-06,0.00014446518498890837,6.89462491360987e-05,0.0019928185599363524,2.3044140570671587e-06
MAN6P,0.19303557910673733,0.521310181531176,0.0011509549523913843,0.0007079953937036469,0.017628557053583935,0.006048971624534613,0.0011011274459621994
FUCA,0.005299015897047691,0.3976520168573149,0.0,0.00017001904333537577,0.00021404702400202897,0.0027931656055277796,0.0
GALTB,0.08856926570779712,0.48477064220183486,0.0015833122803790567,0.0004488450697765837,0.0066647390465168314,0.0058308293280787595,0.0013421457002695486
EPIA2,0.2323996971990916,0.5271348762968875,0.00062568306774802,0.0007919218796308469,0.019631724740100127,0.006081261807120354,0.0006798274894409793
EPIA1,0.001514004542013626,0.39025110782865585,1.0522689338432209e-08,0.00011775172288369936,0.00011838157403368028,0.0012166345107756564,1.0522689338432144e-08
GALK,0.19152157456472368,0.5215159889459139,3.3306121962254805e-05,0.0006373963586878478,0.017677742710832257,0.006047708348680624,3.518137943118673e-05
GALE,0.005299015897047691,0.4013977514433303,4.784536090309021e-05,0.00020508092142057228,0.00012720712661363625,0.0027348964399472996,0.00018688805768257472
MTR,0.23391370174110523,0.5277666799840192,0.00037675803273023463,0.0007658516769546775,0.019879301849403033,0.006082369678841746,0.00040294900615010765
OPLA,0.4564723694171082,0.6228194247996228,0.0010939853072108783,0.001371404211833009,0.04513986490495307,0.006161058913689097,0.0010698628903312436
GSHA,0.26495079485238454,0.5501874219075386,0.000638916812884294,0.0009024707700432561,0.02256628951914788,0.0061011948055391995,0.0006507905673981362
GLPD2,0.021196063588190765,0.45709342560553634,0.00011500900790593874,0.00025344708974522423,0.00139203121733269,0.004795978243711593,0.00021177784578091824
GLPK,0.198334595003785,0.5233755942947702,0.0003962345697605743,0.0007047784148348491,0.01798832570022616,0.006054207924983882,0.00042970761987566294
ADHC2,0.23542770628311885,0.5303091128061019,0.0006349733616572076,0.0007960606691678642,0.019832050479022936,0.006083414164956458,0.0006669624619456731
ALDC,0.4769114307342922,0.6350961538461538,0.001262097941695628,0.0013806577996727761,0.04705147894560229,0.006164645801451172,0.0012258008783641002
CDSA,0.42240726722180166,0.6079153244362633,0.0009969667765430486,0.0012550085015687893,0.043847514812993864,0.006154335909257991,0.0009311723473190151
PGSA3,0.012869038607115822,0.4295934959349593,2.1487496250788573e-05,0.0001916644185007583,0.000767000193570716,0.004169684020350243,5.575624997631369e-05
PGSA2,0.006813020439061317,0.4379973474801061,3.989851221169217e-07,0.00015648234703894166,0.0006550852772134751,0.003234893169542259,3.989851221169217e-07
PG,0.36563209689629067,0.5871111111111111,0.00035187736259890647,0.0010840737092708132,0.04065202590059987,0.006140419869309261,0.0003441734195458165
LIPW,0.4753974261922786,0.6347909658817876,0.004680159135071382,0.0015434845402973187,0.04688882917436969,0.0061645231535738055,0.004650454494314711
GLPQ1,0.3300529901589705,0.5728534258456202,0.00024914874914703074,0.000981451420310349,0.03835618607566928,0.0061292977735524215,0.0002426399505675719
DAG,0.4481453444360333,0.6234072675790467,0.002756040121841318,0.001374987677018359,0.038420897573788214,0.006159553977913091,0.0027876910926531344
CDH,0.3315669947009841,0.5733506944444444,0.0009087157740610461,0.0010084937012523275,0.03840536113106019,0.006129786186077442,0.0008364348227774289
GPSA,0.24451173353520061,0.5311620426216325,0.001337197235425808,0.000840469666302906,0.020476407943768368,0.006089245701156127,0.0013900159104996545
ETHA,0.010598031794095382,0.4555172413793103,4.7408378404182197e-07,0.00015339971021927824,0.0009104885927913338,0.003920404405100695,5.133995529501125e-07
PSD,0.11430734292202877,0.48566176470588235,0.00020255743037808814,0.00048287133575754325,0.007208538344167252,0.005919778606273931,0.0002251316708379174
CHOLP,0.19076457229371688,0.521310181531176,5.500688414252913e-06,0.0006338971432291295,0.017720576514517857,0.006046949544219622,5.890800247345427e-06
GL,0.3709311127933384,0.5892060660124888,0.000763884657893759,0.0011289018380727137,0.040808482530564225,0.00614191163387065,0.0007591272846629791
SERA,0.23618470855412566,0.5284,0.0005233479598853248,0.0007745364094450175,0.01996591382490924,0.006083908151853052,0.0005286616527595473
CBS,0.33383800151400456,0.574597651152675,0.0004951887042846551,0.001017700603538319,0.03833774043833076,0.006130585051053651,0.0004861750980613436
SERC,0.04466313398940197,0.4656327106097991,1.3712128135838965e-05,0.000278798714628896,0.0028675691848035283,0.005473353436487694,1.4834098985429107e-05
SERB,0.36866010598031795,0.588680926916221,0.0003347413908095605,0.0010908692751159194,0.040733643377978405,0.006141270418737246,0.0003334089579890248
ADHE2,0.2376987130961393,0.5290348418101722,6.763850990692271e-05,0.0007549592210238107,0.020211509453448673,0.006084979171643678,6.776220642520899e-05
GCVB,0.11733535200605602,0.48637702503681884,8.895381404840251e-05,0.00047966763998024553,0.007493263686001319,0.0059279694414759825,9.931280499580153e-05
ASD,0.3588190764572294,0.5829655781112092,0.0009007668828112453,0.0010777211239999958,0.03268853435864406,0.006138437695179787,0.0009020007357227574
ASK,0.19606358819076458,0.5244144501786423,7.285225536007267e-05,0.0006578934375397992,0.017864732486510354,0.006052141073030937,7.778826405181308e-05
TRPA,0.336109008327025,0.5758500435919791,0.0018636912330317254,0.0010820612954761271,0.03844698637678475,0.00613136332238787,0.0017715849874703844
GCVT,0.03785011355034065,0.46481351161154116,7.368374204371901e-05,0.0002569851024497241,0.0030638823600077046,0.005354310564726245,9.718335053738455e-05
THRA,0.23391370174110523,0.527555910543131,3.601252548646108e-05,0.0007429903557432438,0.019797323683613453,0.006082437596861421,3.600480635386252e-05
SDAA,0.050719152157456475,0.47128077060292545,0.00022271196263035876,0.0003514983672231574,0.003448799345569909,0.0055532812594022325,0.00025776284567206095
THRC,0.36714610143830434,0.5876334519572953,0.00014607449446993272,0.001070223266382432,0.04077008254571692,0.00614084588752504,0.000143708176628313
THRB,0.19303557910673733,0.5211045364891519,2.1741993778603656e-05,0.0006404283177871941,0.017800649501758522,0.0060492156778792095,2.2158386865638734e-05
GLYA1,0.33913701741105223,0.5771079073831368,0.0006390159165512307,0.0010323241008024673,0.038620194697788435,0.00613233977450576,0.000630475542275577
ILVA,0.03330809992429977,0.46383426966292135,9.459434732588929e-06,0.0002161369294985104,0.0032319110065242096,0.005256467532276383,1.2284038640831201e-05
LPDC2,0.23467070401211204,0.5279776179056754,4.302529123026642e-05,0.0007472344035822656,0.019908812081086167,0.0060829510266165645,4.307912587306364e-05
3PG,0.19227857683573052,0.5211045364891519,0.00024619684866789444,0.0006616193816742371,0.01776202689026601,0.006048349310000217,0.0002515054850862051
PSSA,0.01514004542013626,0.45661942620117524,5.533172489001814e-05,0.00020366794221642238,0.0010542968262087836,0.004389687104602843,0.00011084200533094678
TPIA,0.012112036336109008,0.4167192429022082,2.353349669829748e-05,0.00026234630225711484,0.00046431185167068083,0.00403257473663218,4.62973069768746e-05
FBA2,0.013626040878122634,0.42931426714332144,3.142165922881758e-05,0.00026795334158420735,0.0005836272490520434,0.004205448496651526,8.623247964652612e-05
ACEE,0.13020439061317185,0.48566176470588235,0.000501053609625887,0.0005837841021904566,0.007610131930756123,0.005957445211409194,0.0005261264657411785
ADHA,0.23467070401211204,0.5281887245101959,0.00045342205196678795,0.0007915844136300474,0.01988880343839151,0.006082938780052404,0.00045774452118816495
PCKA,0.14912944738834216,0.49642991356632843,0.0022547360942927405,0.0006918219441471959,0.008628247998018517,0.005992255888272741,0.0023625786247851287
ENO,0.33232399697199094,0.5748476936466492,0.001088100988617083,0.0010168588134891678,0.03841207526481047,0.006130087971348895,0.0010576385132037595
DLAT,0.1461014383043149,0.492910447761194,1.545549154232056e-05,0.0005180849124048877,0.012782732449072081,0.005988684742518508,1.8249467003079387e-05
PGK,0.19227857683573052,0.5215159889459139,0.00024806882750302714,0.0006618433911218814,0.017733302854112096,0.006048349676065403,0.0002532586606691222
PGI,0.012869038607115822,0.41830272324255857,5.9962998420031214e-05,0.0002475680198311556,0.0003483945724646699,0.004138317589758906,9.475229368436063e-05
PGMA2,0.010598031794095382,0.39503588516746413,1.464332372677889e-05,0.00021147432891282286,0.00023216699985086997,0.0038671967583266405,1.9826401540088295e-05
PFKA,0.1968205904617714,0.5235830360681728,0.0008719906154185229,0.0007134997617168136,0.017800082811766718,0.006052764480261032,0.0009863856364001416
PYKA,0.21271763815291445,0.5300963081861958,0.001065978042760704,0.0007712186027097548,0.018430665440588804,0.006066780747407865,0.0011178148332975655
ACAL,0.4814534443603331,0.6372407139411481,0.003082940836039032,0.0014439530297745415,0.04712500475267046,0.006165429296249709,0.0030123693179294267
ADHC1,0.2323996971990916,0.5273453093812375,0.00044281379026683793,0.0007854942993068821,0.019631177839366878,0.006081380378272322,0.00045225994626332594
PPGK2,0.013626040878122634,0.43930828067841704,4.128952227156401e-05,0.0002212302626336609,0.0008137988511678228,0.004234631220702498,7.880438864173597e-05
PPGK1,0.19909159727479184,0.5229612034837688,0.0009143398854187588,0.0007335201891619967,0.017936261213168558,0.006054726712281311,0.0009022075035078715
GAP,0.36714610143830434,0.586329338659565,0.003244008653696117,0.0011898125163414739,0.03296828704756344,0.0061408524475095256,0.003240799369721007
GLPX,0.37017411052233157,0.5889433794025858,0.0014844536204652072,0.0011398271493010136,0.04069908448892244,0.006141714305952985,0.001396826224357753
GPM2,0.003028009084027252,0.40447030006123696,2.7388689679054662e-08,0.00012196858240872335,0.00019186017922972386,0.0020357263775331994,2.7388689679054338e-08
LPDC1,0.23996971990915972,0.5294589178356713,6.025631805318721e-05,0.0007629057005195269,0.02006452854792805,0.006086459975036908,6.0176393964756855e-05
PPDK,0.2952308856926571,0.5621276595744681,0.002439838092750501,0.0010272047796604815,0.024304428067582113,0.006115765640589679,0.002580951274910973
GLX1,0.003028009084027252,0.40948543087414757,0.0,0.00012151474577349992,0.00029019973119680654,0.0020370800510017446,0.0
GLX2,0.32778198334595005,0.5726051148677936,0.00031591533958617217,0.0009770929180905126,0.03835997046953903,0.0061284894512348195,0.0003078546592500272
ICL1,0.015897047691143074,0.4410684474123539,2.2921394730295057e-05,0.0002082288622543278,0.0007626380052359532,0.004455876183110426,3.9472909001352363e-05
GLCB,0.41029523088569264,0.6010009099181074,0.000789786793617015,0.001213446973576648,0.04249310119335678,0.006151716534160052,0.0008367343572315825
OXCOA,0.0174110522331567,0.44269436997319034,1.785449579143305e-05,0.00021546845612150338,0.0008991747905839794,0.004568063621681868,2.7154471945776165e-05
GLYA2,0.47993943981831944,0.6366265060240964,0.0052664133630862114,0.0015138251697328505,0.04702729077307137,0.006165223919288805,0.0050835271577023226
FOR,0.4072672218016654,0.6001817355747388,0.001349399266167434,0.0012276970196065172,0.042329275918227945,0.006151045312270975,0.0014267920235538456
GLX,0.024224072672218017,0.436405682193591,0.00010917420961394477,0.0003320533738862887,0.0016000426819354568,0.00493102574114163,0.0002960948272930143
PURU,0.33459500378501134,0.5750979538528516,0.0007443759385663936,0.0010331821973110548,0.038477965489166516,0.0061308600602305524,0.0007311215509063181
OXCA,0.11203633610900833,0.4782766111513396,5.7706845659614945e-05,0.000467228604510767,0.006962663873251814,0.005913600594793423,6.401762804891944e-05
HISA2,0.001514004542013626,0.3672504865165416,4.4114351457273486e-08,0.000120481635650579,8.389265613948907e-05,0.00120935080378943,4.4114351457273585e-08
HISC2,0.04466313398940197,0.4654686398872445,1.1858838743746888e-05,0.0002785452289245525,0.0029046964033496697,0.005473355785211853,1.2654275649630391e-05
HISI,0.3255109765329296,0.5713667820069204,0.0013666732406552706,0.0009957903133024021,0.03823810037912411,0.006127663432682529,0.0012257355798176318
HISH,0.04239212717638153,0.46432337434094906,0.00020263544561214628,0.000332388106560879,0.002809436292394753,0.00543004416165219,0.0003666984183945487
HISG,0.21801665404996215,0.5350344268934791,0.00012556358966191901,0.0007326745490944929,0.018968393466121235,0.006070994635639907,0.00012657973384632578
HISE,0.3777441332323997,0.5926424405563033,0.00038392569576728793,0.0011194901807847785,0.04080532639768187,0.006143743615313873,0.00038050584488835817
HISD,0.4753974261922786,0.6344860710854947,0.0008448177683301484,0.0013625274054183704,0.047014533055629665,0.006164384282671275,0.0008359439220326183
HISB2,0.32626797880393643,0.5716140199048031,4.3759972407864116e-05,0.0009537388995041083,0.038249583951627544,0.006127979212865248,4.355308208268968e-05
HISB1,0.3648750946252839,0.5868502887605509,0.00013638113063547301,0.001063754091815737,0.04065504990008979,0.006140206554793928,0.00013435695105717531
NAGINSP,0.010598031794095382,0.39013585351447133,2.093576284735423e-05,0.00023688026557009944,0.000365947527678615,0.0038514127508468754,4.119564143719959e-05
INO1,0.008327024981074942,0.4108864696734059,6.612343724341449e-06,0.0002016823777329814,0.0002225049621095505,0.0034918556509811313,2.420539546166928e-05
IMPA,0.3663890991672975,0.5873721654068474,0.001400735144830503,0.0011056189018631923,0.040650955362947085,0.006140644237040175,0.0012898267558604422
PCD,0.4761544284632854,0.6350961538461538,0.0038705329060816393,0.0015118981532674497,0.047014729057075884,0.006164625943232555,0.0038616590597840826
P6C,0.3255109765329296,0.5713667820069204,1.9429441925471562e-05,0.000948537354768826,0.03824439984499725,0.006127709056247771,1.9443102355782897e-05
LAT,0.04844814534443603,0.46927175843694496,2.8483197329951016e-05,0.00029037716365951734,0.0031724026400180186,0.005527054967892733,3.306365249779233e-05
FAS1,0.5624526873580621,0.6732925586136596,0.0030396779527578468,0.0016704623249742892,0.04904418306546276,0.006176841890092243,0.002988720681981333
FAS3,0.5624526873580621,0.6732925586136596,0.0030396779527578468,0.0016704623249742892,0.04904418306546276,0.006176841890092217,0.002988720681981333
FAS2,0.5624526873580621,0.6732925586136596,0.0030396779527578468,0.0016704623249742892,0.04904418306546276,0.006176841890092234,0.002988720681981333
ACCD6,0.15442846328538987,0.4903489235337788,0.00018691015159810507,0.0005791822512886272,0.01074627550717237,0.006001469303290748,0.0001965125869774987
ACS2,0.33913701741105223,0.5740982181660148,0.002933924381022984,0.001155667828261458,0.0288938182387655,0.00613234659560212,0.0028138796108644545
ACS1,0.3474640423921272,0.5771079073831368,0.0013341524682006995,0.001112191742137479,0.0293996863082507,0.006134974350223664,0.0013791884500553686
BKDA1,0.11430734292202877,0.47879666545849947,2.1991602599969476e-05,0.00046983958295478313,0.0070682306514011466,0.005919912045899978,2.328380125312598e-05
BKDA2,0.11582134746404239,0.47984017435524884,2.555764165792601e-05,0.0004735867672927481,0.007233588307341098,0.005923978031215636,2.8402349109159743e-05
FADD28,0.5026495079485238,0.6415735794074794,0.003298133911369904,0.0015668084275049406,0.046870790783095806,0.006168802831436102,0.0032266068636982526
FADD27,0.3383800151400454,0.5738488271068636,0.0017612326972089257,0.0011468813596278596,0.028892122904909487,0.006132104228333213,0.0018003056115749297
PGSA1,0.006813020439061317,0.39048182086905114,5.382232859219089e-06,0.00016780341998073024,0.000308785709757378,0.0032011603658628307,9.836641385863613e-06
FADE2,0.554882664647994,0.6688607594936709,0.0019798983979128666,0.001623841574294094,0.050450529958150414,0.006175909601738566,0.0019431015338622045
FADE3,0.554882664647994,0.6688607594936709,0.0019798983979128666,0.001623841574294094,0.050450529958150414,0.00617590960173861,0.0019431015338622045
FADE1,0.554882664647994,0.6688607594936709,0.0019798983979128666,0.001623841574294094,0.050450529958150414,0.00617590960173861,0.0019431015338622045
FADE6,0.554882664647994,0.6688607594936709,0.0019798983979128666,0.001623841574294094,0.050450529958150414,0.006175909601738584,0.0019431015338622045
FADE7,0.554882664647994,0.6688607594936709,0.0019798983979128666,0.001623841574294094,0.050450529958150414,0.006175909601738618,0.0019431015338622045
FADE4,0.554882664647994,0.6688607594936709,0.0019798983979128666,0.001623841574294094,0.050450529958150414,0.006175909601738592,0.0019431015338622045
FADE5,0.554882664647994,0.6688607594936709,0.0019798983979128666,0.001623841574294094,0.050450529958150414,0.006175909601738592,0.0019431015338622045
FADE233,0.031037093111279335,0.44598244429439565,7.972048289937303e-07,0.00021932726352518378,0.0031242435520626756,0.005192598552149381,9.310558234234217e-07
FADE232,0.031037093111279335,0.44598244429439565,7.810486015857429e-07,0.00021936370285407624,0.0031264089204461236,0.005192613792446434,9.333432584362819e-07
FADE231,0.031037093111279335,0.44598244429439565,7.977903914780889e-07,0.00021932699634095984,0.003124326056676926,0.005192598663408529,9.501238507707069e-07
FADD344,0.5034065102195306,0.641885325558795,0.002259774601333506,0.0015233923500545315,0.046886311881627014,0.006168883705961105,0.0022082497365147466
FADD345,0.3414080242240727,0.5748476936466492,0.0013284481150739134,0.0011104134590270538,0.02914550997963392,0.006133073097036898,0.0013732183567185263
FADD346,0.5026495079485238,0.6415735794074794,0.0019266517833680013,0.0015113964328634657,0.046871555439298114,0.006168762015805455,0.0018722919773029657
FADD347,0.3414080242240727,0.5748476936466492,0.00108851462040947,0.001100324447961782,0.029226937575896776,0.006133067773647984,0.0011027015035831279
FADD341,0.3383800151400454,0.5738488271068636,0.0017612326972089255,0.0011468813596278602,0.028892122904909487,0.006132104228333341,0.0018003056115749297
FADD342,0.5026495079485238,0.6415735794074794,0.0022203473478500497,0.0015207737163450896,0.0468712779204686,0.006168768663408358,0.0021678698052647505
FADD348,0.5018925056775171,0.640950994662785,0.0013629240033813913,0.0014851049714356833,0.046870474962212506,0.006168631299915619,0.0013260532213122797
FADD349,0.5026495079485238,0.6415735794074794,0.003298133911369904,0.0015668084275049406,0.046870790783095806,0.006168802831436068,0.0032266068636982526
LIPY,0.33989401968205907,0.5781181619256017,0.003756429822456007,0.0012411184244173242,0.038883300915125804,0.006132739492460294,0.003704148295200919
DHA,0.36866010598031795,0.5881567230632235,0.0013866890533353253,0.0011329263985667055,0.04069702607590113,0.006141263195459078,0.001290015667812192
PDHB,0.11355034065102196,0.4786231884057971,1.8655719437350927e-05,0.00046796967400810296,0.006989984454718071,0.005917839663963978,1.9919966458138928e-05
