,degree_centrality,closeness_centrality,betweeness_centrality,pagerank_centrality,eigenvector_centrality,information_centrality,load_centrality
PRMICI,0.0015267175572519084,0.3676676957619983,4.6652942925955946e-08,0.00012155174612187201,8.461686972634311e-05,0.0012235287473199028,4.6652942925955986e-08
PDHB,0.11374045801526718,0.479151426481346,1.902136665107435e-05,0.000471084736776951,0.007096790157963561,0.006063141600712099,2.0278262725530623e-05
IPMD,0.23740458015267174,0.5288655631812677,1.596405019088135e-05,0.0007521443616435875,0.02026172077868335,0.006237879412450012,1.5904488571491192e-05
PRAIi,0.0015267175572519084,0.38484136310223266,6.111215982595255e-08,0.00012033819131554385,9.66390519317416e-05,0.0012282368416781015,6.06403741836475e-08
HEXCt,0.004580152671755725,0.3941034897713598,0.0015267175572519062,0.00025327546938094656,0.00039665790580813864,0.0023921539965752097,0.0015267175572519069
PROD2,0.03282442748091603,0.44648943421949555,2.8793322566250364e-06,0.00022675328336627814,0.003296258307953845,0.005353782173857845,2.8870436279055617e-06
GLGP,0.1465648854961832,0.5071622144792877,0.0006642874327626419,0.0005977126970237249,0.014516838218578331,0.006137340337863388,0.0007163419964064224
PPSC2,0.6068702290076335,0.6953290870488322,0.0029535850199638608,0.0017897688540331118,0.05201409935846823,0.0063399415601929745,0.002882306433947938
QULNS,0.3717557251908397,0.589824403421882,0.0015594517644647995,0.0011569861102977053,0.04090740469310162,0.006298173474576004,0.0014599212315307615
NNDPR,0.383206106870229,0.5858676207513417,0.0035663817323099817,0.0012274262737978676,0.027828716196107592,0.006301304881819185,0.0038043741861533433
MCCC,0.45190839694656487,0.6258958432871476,0.002432941431280114,0.0013472064884940094,0.03940037671297437,0.006317238713661561,0.002446336587855644
TYRt2r,0.23511450381679388,0.5286521388216303,0.0016225818069931885,0.0008482754371953897,0.01991910165274654,0.006235969892310679,0.0016222383523233012
DRPA,0.012213740458015267,0.43724966622162886,5.309578148414307e-05,0.00026294912619233393,0.0005252840559101788,0.004129917899325639,0.00015415192396790408
LGTHL,0.0022900763358778627,0.39315726290516206,0.0,0.00012054473418400664,0.00020076396096899276,0.0016847868262952208,0.0
CHOD,0.022137404580152672,0.4333443599073768,4.127616391256006e-06,0.0002406819926752742,0.0015344816740313625,0.004947578989261751,1.9826346990199658e-05
3HSA,0.0015267175572519084,0.39151225343693963,0.0,0.00011856448060990143,0.00017741216006859518,0.0012317817196231392,0.0
GALFT,0.007633587786259542,0.3827052293309962,4.9273929895700433e-05,0.0002711103614441087,0.00015635888432868317,0.0033185899687534926,0.0001788135182618125
ADOCBLabc,0.4396946564885496,0.6164705882352941,0.0019302325832932122,0.0013808650194034647,0.04501401685774131,0.006314718383413443,0.0019186885253516753
APRO,0.23740458015267174,0.5288655631812677,1.5832622689086847e-05,0.0007521328164648064,0.020261869323322936,0.006237879317629187,1.5772697983335843e-05
FADD6,0.5038167938931297,0.6427870461236507,0.0033796944220280934,0.001579947476839434,0.046942578875615606,0.006326421153723692,0.003303946336348307
SPMS,0.23435114503816792,0.52801289802499,2.59281316821801e-05,0.0007442824661831715,0.019937120875234575,0.006235734197859053,2.5924438596657292e-05
DHFS,0.2603053435114504,0.5497272345782627,0.0007315446047622832,0.000883814136470145,0.02221826984963275,0.006252518479193798,0.0007562903975972065
DMBI,0.49236641221374045,0.6424717999019127,0.0028052362703631438,0.0015075109219893467,0.047596586530091634,0.006324552900326048,0.0027619359587734015
KASB14,0.1465648854961832,0.4871699516548903,0.00011787935413878842,0.0005795136797931062,0.008894666658813742,0.006136806723677344,0.0001253811050949408
PPSB4,0.3877862595419847,0.5850826261723984,0.0011933353048851356,0.0012249002971151167,0.02766762308940311,0.006302445485129412,0.0011943386420447638
ACPIM3,0.021374045801526718,0.44970820460006866,9.681699433242876e-06,0.00026736801315772716,0.0007222324525991699,0.004885960725119694,1.307266739638561e-05
ACPIM2,0.05801526717557252,0.46240734204024003,9.05541908640664e-05,0.00032037761172633826,0.003159234744356769,0.0057652570862534525,0.00010655068769122005
RZ5PP,0.366412213740458,0.5879712746858169,0.00013000917814247632,0.0010708593878330248,0.040875655698022,0.0062966190625633155,0.0001277470954111793
ACPIM7,0.01984732824427481,0.4474043715846995,3.772984717554498e-07,0.00025981397729902964,0.0007092428799121777,0.004796612522777264,3.6305476701776106e-07
ACPIM6,0.020610687022900764,0.4495538778311599,5.015614148056914e-06,0.0002635988077681287,0.000715737652530311,0.00484256522617997,8.449753622383409e-06
ACPIM5,0.01984732824427481,0.4474043715846995,3.772984717554498e-07,0.00025981397729902964,0.0007092428799121777,0.004796612522777285,3.6305476701776106e-07
ACPIM4,0.01984732824427481,0.4474043715846995,3.772984717554498e-07,0.00025981397729902964,0.0007092428799121777,0.0047966125227772004,3.6305476701776106e-07
FAS9,0.23740458015267174,0.5288655631812677,1.3504243699792769e-05,0.0007517688452225086,0.02027274765994435,0.006237879446570315,1.3512241468434439e-05
GALt2,0.23282442748091603,0.5219123505976095,0.0015940879925584156,0.0008390919269042915,0.019628306342832996,0.006234316632844776,0.0015921351703572435
ACPIM8,0.01984732824427481,0.4474043715846995,3.772984717554498e-07,0.00025981397729902964,0.0007092428799121777,0.004796612522777295,3.6305476701776106e-07
G5SADs,0.32900763358778623,0.5730533683289589,5.3471420807610935e-05,0.0009643371345889236,0.03851087724602817,0.006284312629767193,5.359207270192705e-05
H2CO3D2,0.23206106870229007,0.5217045001991238,3.7830855462761396e-06,0.0007361450808883969,0.019766968902096716,0.006234080489297564,3.779454491101995e-06
NH3OHDs,0.33129770992366414,0.5740578439964943,0.0001449042498125908,0.0009819571123243955,0.03853621979423934,0.006285140485730973,0.00013927525964121194
DCPT,0.08702290076335878,0.48091042584434657,0.00036576628419286223,0.00048545906531599273,0.006184841917166792,0.0059623298415335335,0.0004771120455378096
DPPP,0.08473282442748091,0.479677773709264,0.00015304260512542044,0.0004069875176044441,0.006242214293339416,0.005953465633105658,0.00019392413553715398
GTHOr,0.2366412213740458,0.5286521388216303,0.00044641775096620714,0.0007822778344423078,0.02008960620237865,0.006237244541306527,0.0004965435213651716
MMAA22,0.02900763358778626,0.45501910385550537,4.20502349731587e-06,0.00030604673726022957,0.0011451157388353663,0.00521381728985759,4.210742627156551e-06
4HBAt,0.0015267175572519084,0.39541201328101416,0.0015267175572519092,0.00034208864439802907,9.795863322737898e-05,0.0006826015141087025,0.0015267175572519058
SUCRe,0.3282442748091603,0.5730533683289589,0.0004455004064032892,0.0010011482303389034,0.03838704787489366,0.006283997915889462,0.0004465537657665619
MALT,0.3282442748091603,0.5730533683289589,0.00041930450700316456,0.0009951455956463669,0.03838740411695785,0.006284019204823613,0.00040889531786789335
UPPRT,0.08778625954198473,0.4817947774917249,0.00028507452308168584,0.0004137355803838485,0.006366560178965252,0.00596863029836471,0.00030232400239219015
PGK,0.1900763358778626,0.5210819411296739,0.00024572853447206244,0.0006587374817289053,0.017583002392076334,0.0061972942164366576,0.00025110236765235215
GCCam,0.116793893129771,0.4864463423691051,8.612280819937857e-05,0.00048038749801998043,0.007495091874251244,0.006071742120700712,9.751174217557539e-05
PGI,0.011450381679389313,0.4187979539641944,5.1012250281753824e-05,0.0002404546874330447,0.00032333548415269884,0.004034407445465793,8.74217482533193e-05
CYSG2,0.029770992366412213,0.4551772063933287,9.264244935064047e-06,0.00030871404008388654,0.0011974804241484931,0.005239548741715534,9.632714897250432e-06
CYSG3,0.02900763358778626,0.45501910385550537,3.147258111462065e-06,0.0003060540667293375,0.0011455729216297424,0.005213807675856697,3.152836291648283e-06
SHCHD2,0.23740458015267174,0.5288655631812677,0.00011374755524874671,0.0007611981715797828,0.02017326696773193,0.006237883058748335,0.00011513495098613112
G5SD,0.3618320610687023,0.584299732381802,0.0009683666550060043,0.0010905957540958706,0.03286785990616011,0.006295219554111367,0.0009687070848835673
GLU5K,0.21374045801526717,0.5295068714632175,0.00031201430625729643,0.0007436435204216156,0.018529407056756445,0.006219813074619129,0.00032237391708565084
AHCi,0.3480916030534351,0.5799026117751217,0.0015926955411831522,0.0011426677618395359,0.0385365795554394,0.006290831705122264,0.0015626460530503653
UMPK,0.19541984732824427,0.5225368966892701,0.001481945181284808,0.0007547903247713114,0.01758395217129369,0.006202625977045602,0.0014217180583249774
FACOAL161,0.3374045801526718,0.5733041575492341,0.0013011935723739438,0.0011075745269370678,0.028643601589030086,0.006287277117107966,0.0013458183816020802
NMNAT,0.4396946564885496,0.6226235741444867,0.003259676999826183,0.001332945724460838,0.03748882171629725,0.006314776374042095,0.0033934399269654318
NNATr,0.21755725190839695,0.5351307189542484,0.00014202596652936912,0.0007366292816489775,0.0188319164120655,0.006223030746379726,0.00014454457217602816
NIabc,0.4389312977099237,0.6161806208842897,0.001154179170185881,0.0013301518966726998,0.044973003882981026,0.0063145685588228105,0.0011426880814627426
DIMA,0.029770992366412213,0.4553354188390685,3.1917784014834146e-05,0.00035834318227802173,0.0011453253385797003,0.00522753214067739,7.023066765298009e-05
ASAD,0.3610687022900763,0.5840392331698618,0.0009346039957943107,0.0010867168857400333,0.03286083431855129,0.006294986420588096,0.000934908404274978
FADD322,0.47557251908396947,0.6316297010607522,0.0020350522061514877,0.0014396452891445371,0.04513119208469914,0.006321641832623965,0.0020285787138322846
KASB9,0.1465648854961832,0.4871699516548903,0.0001178793541387884,0.0005795136797931062,0.008894666658813742,0.006136806723677258,0.00012538110509494082
ASPK,0.1946564885496183,0.5242096838735494,8.59873925992065e-05,0.0006590149425437311,0.017720973957851296,0.006202178911403087,9.107769508454176e-05
G6PDH2r,0.24045801526717556,0.5305791818550021,0.0017517147199615196,0.000823398825686176,0.02007990858406723,0.006239869655472348,0.0017955333965645039
DAPB1,0.23740458015267174,0.5288655631812677,1.0799455328197492e-05,0.0007515313338767236,0.020335614579921495,0.0062378815937783865,1.0742376832875124e-05
DHDPRy,0.23587786259541985,0.5284388866478419,1.131678453379608e-05,0.0007482067116533755,0.020097405459755673,0.006236803672399675,1.1292900417594482e-05
TRPS1,0.3366412213740458,0.5765845070422535,0.0019002919616986139,0.0010902108014932618,0.03855781612002855,0.006287048912335401,0.0018070990673503611
OMPDC,0.11450381679389313,0.48002931476731403,0.0008187045680020121,0.0005034657884757698,0.007042563461971421,0.006064978890633536,0.0008658404386835403
HYXNt,0.0030534351145038168,0.350361059106713,0.0015267175572519075,0.00026911420427954053,7.236598838426853e-05,0.001681652523698578,0.0015267175572519073
TESA2,0.3648854961832061,0.5856057219490389,0.0006154693203885782,0.001092003517481355,0.03930618530987758,0.006296171787517789,0.0006067593247158013
ACt2r,0.23969465648854962,0.5242096838735494,0.0019065912857594697,0.0008757135438454003,0.02002285417514102,0.006239140201687213,0.001921961979696585
PMANM,0.0030534351145038168,0.35714285714285715,1.5052595414193473e-06,0.0001459444086283775,6.870870541137458e-05,0.002020422043326843,2.369613836032464e-06
MAS9,0.6076335877862595,0.6956983536909187,0.0032011086043212977,0.0018052784790882996,0.051957824534831686,0.0063400276832881915,0.003126418704051156
MAN1PT2,0.15419847328244274,0.5093312597200622,0.0011045818649728773,0.0006535741457275004,0.014607375967230862,0.0061496767816992814,0.0010855355341400853
FADD323,0.47557251908396947,0.6316297010607522,0.0020350522061514877,0.0014396452891445371,0.04513119208469914,0.006321641832624019,0.0020285787138322846
G3Pt,0.008396946564885497,0.41574103459219297,0.0015267175572519088,0.000322111405060839,0.00025556314136001456,0.003402986885933328,0.0015267175572519084
AMPTASECG,0.333587786259542,0.5750658472344161,0.00024583664433263844,0.0009982487942079398,0.038566498674731164,0.006285958153473739,0.0002450148542429705
HSAC,0.021374045801526718,0.42601626016260163,9.404505325168284e-07,0.00023829454935511913,0.001479318528625436,0.004906997358654378,9.404505325168282e-07
MAS1,0.6106870229007634,0.6971793507184673,0.0033304756306363806,0.0018111243612885786,0.0519891872644474,0.006340359205834537,0.0032529857528666747
MAS2,0.6091603053435114,0.6964380648591175,0.0031738889316442072,0.0018041153810422533,0.051984841482759926,0.006340193453240488,0.003103727587722278
MAS3,0.13893129770992366,0.4897196261682243,0.0,0.0004992831370469455,0.01217870043812987,0.006123626379465237,0.0
MAS4,0.6076335877862595,0.6956983536909187,0.0030452296069818983,0.0017962381064690104,0.05197157592226586,0.0063400259915944585,0.0029723053669455752
GPDDA2,0.33053435114503815,0.5735551663747811,0.0003077917557826324,0.000989862120906843,0.038464129424719995,0.006284862721334884,0.00029685329895675055
HSAE,0.32595419847328244,0.5720524017467249,9.516969896616327e-05,0.0009571434426541472,0.0383485172680786,0.006283187239817073,9.232854155707864e-05
MAS7,0.6076335877862595,0.6956983536909187,0.0032011086043212977,0.0018052784790882996,0.051957824534831686,0.00634002768328821,0.003126418704051156
OXCOA,0.016793893129770993,0.4437669376693767,2.564254848545908e-05,0.00023365678485748434,0.0007986213829235091,0.004598297900619189,4.847838812474855e-05
ACOTA,0.044274809160305344,0.46536412078152756,1.0744780063146658e-05,0.000281513806711933,0.0027332664054563315,0.005590262695282385,1.159843086932807e-05
SDPTA,0.0450381679389313,0.4663581345674617,1.2545812859121834e-05,0.000283597282504464,0.0028320992148304406,0.005602471056932387,1.4165696627377407e-05
TAG,0.14274809160305343,0.4911886014248219,0.00020317693963651503,0.0005527358029948803,0.012452544630397633,0.006130739550756366,0.0002216251853433244
INHA21,0.2366412213740458,0.5286521388216303,9.026757466347124e-06,0.000749444034498932,0.02024735674553175,0.0062373471966824376,8.971005040955627e-06
INHA20,0.23740458015267174,0.5288655631812677,1.5105509320476165e-05,0.0007520081546300614,0.02026572789698253,0.006237880320221026,1.5045174217226109e-05
FABD13,0.183206106870229,0.5009560229445507,0.00021609110400130064,0.0006541309849340968,0.014479528139124495,0.00618955741120988,0.00022821598962390394
FABD12,0.18091603053435115,0.5003819709702063,0.00016283144059216396,0.0006415399470358402,0.014298485393645014,0.0061869326031660865,0.00017140682430732902
FABD11,0.18091603053435115,0.5003819709702063,0.00016283144059216396,0.0006415399470358402,0.014298485393645014,0.006186932603166296,0.00017140682430732902
FABD10,0.18091603053435115,0.5003819709702063,0.00016283144059216396,0.0006415399470358402,0.014298485393645014,0.0061869326031660345,0.00017140682430732902
PC17M,0.02900763358778626,0.45708304256803906,3.032309382108018e-06,0.00030594520779273697,0.0012019460933445755,0.00521385612763755,9.98941592197916e-06
PC20M,0.029770992366412213,0.4572425828970332,6.043179087512357e-06,0.0003081524163655522,0.001243422351130739,0.005239649575974252,1.3005863807569722e-05
FADD3415,0.5030534351145038,0.6421568627450981,0.0014158561835739825,0.0014975461942981542,0.046942259393714,0.00632623979357257,0.0013766301220022588
FABG17,0.23587786259541985,0.5284388866478419,1.5690123189016026e-05,0.0007486877624791435,0.020027434105740965,0.0062368023928650795,1.567480298601324e-05
MGTA,0.021374045801526718,0.44970820460006866,9.66991838704945e-06,0.0002673700013249118,0.0007222324552983126,0.004885963161324587,1.3041079466279497e-05
HGNTOR,0.021374045801526718,0.42601626016260163,5.7821051513073735e-05,0.00028814335713847877,0.001400443094549185,0.00488671910970153,0.00017509518545499164
ACLS,0.12900763358778625,0.4862657757980698,0.000489367520015737,0.0005849392320926358,0.007654003925357961,0.006101458158152397,0.0005122611258375101
HLA,0.11145038167938931,0.4781021897810219,1.9233073472222965e-06,0.0004623493530028305,0.007021749653566113,0.0060564564862478736,1.9179674409599117e-06
SADT,0.21755725190839695,0.5351307189542484,0.00012797889200836016,0.0007363803475936136,0.018875219958127586,0.006223027725845231,0.00012886058534961655
PPSA1,0.3877862595419847,0.5850826261723984,0.0012110147468294065,0.0012257008648536264,0.027603734448467896,0.0063024444382249354,0.001212261773829283
FABG2,0.23587786259541985,0.5284388866478419,1.5579629942627404e-05,0.0007486942737627589,0.020027447539952586,0.006236802428721255,1.5574206567281824e-05
GALT,0.08778625954198473,0.4844674556213018,0.001592772992789346,0.0004549081252182696,0.006495564112699362,0.00596742745990726,0.0013512230675616845
FADD3410,0.33511450381679386,0.5723023154215815,0.0006821990034920265,0.0010666122857408329,0.028500402242717177,0.006286452365081882,0.0006852799607308015
BIRA,0.44274809160305345,0.6182161396885323,0.0008033335060516817,0.001318340438016415,0.04432858309155658,0.006315369810855828,0.0007859949594178617
FADD3411,0.5038167938931297,0.6427870461236507,0.0021861487321429476,0.0015280462382150643,0.04694315532933458,0.006326380700384882,0.0021151832968776883
AKGt2r,0.24580152671755726,0.5256821829855538,0.002035726662587603,0.0009040318932678508,0.019738885667702724,0.006243208859079723,0.002040712104079755
TALA,0.01450381679389313,0.43262879788639363,3.646624105000614e-05,0.0002698805182700356,0.0006466424562935388,0.004379874750278147,8.41174727125312e-05
IMPD,0.48244274809160304,0.6380905991232343,0.0010134131175339226,0.0013873090750828325,0.04759124090171338,0.006322821581467156,0.0010270973124740072
ARGSS,0.23893129770992366,0.541546093427036,0.0013206216903099953,0.000873184769624053,0.02018658317347519,0.006239048923133512,0.0013870935085364348
D_LACt2,0.23282442748091603,0.5219123505976095,0.0015788453351326963,0.0008388746097547313,0.01967136462777842,0.006234315657691391,0.0015761673965929146
FACOAL150,0.3374045801526718,0.5733041575492341,0.0013011935723739433,0.0011075745269370676,0.028643601589030086,0.006287277117107912,0.0013458183816020806
FABD2,0.1412213740458015,0.49063670411985016,1.7576188460186092e-05,0.0005075995298607976,0.012304525273831676,0.0061280055390968745,1.824805425757501e-05
ANTHt,0.0022900763358778627,0.3359835855347525,0.0015267175572519088,0.00029283963641939996,1.9637370410319762e-05,0.001224556437968074,0.0015267175572519095
FABD1,0.18091603053435115,0.5003819709702063,0.00016283144059216396,0.00064153994703584,0.014298485393645014,0.006186932603166104,0.00017140682430732902
TMPK,0.18931297709923664,0.5202541699761716,4.247802435975923e-06,0.0006323855951849836,0.017609764703133086,0.006196601498862649,4.303873041177013e-06
PPTHIO4,0.11221374045801527,0.4782767433369843,0.00033432407877736597,0.0004841799476316335,0.007061182927456942,0.0060583377247545485,0.00030219975413793245
PPTHIO5,0.003816793893129771,0.3281563126252505,1.955946364908091e-07,0.00012975918042184897,6.409687774455936e-05,0.002380369569671761,2.170343218642776e-07
PPTHIO2,0.11221374045801527,0.4782767433369843,0.00033432407877736597,0.00048417996416241137,0.007061182894369314,0.006058337724823114,0.0003021997541379325
AADSACYCL,0.32595419847328244,0.5720524017467249,2.0457941966883598e-05,0.0009537642296929129,0.03835308983140635,0.006283184523406464,2.0409937967799676e-05
PYDXNtr,0.0015267175572519084,0.34365162644281216,0.0015267175572519075,0.0003429266951936311,3.59994176072612e-05,0.0006810206185609677,0.0015267175572519088
PPTHIO1,0.11221374045801527,0.4782767433369843,0.00033432407877736597,0.00048417996416241137,0.007061182894369314,0.006058337724823131,0.0003021997541379325
FAS14,0.23740458015267174,0.5288655631812677,1.3504243699792776e-05,0.0007517688452224077,0.020272747659945096,0.006237879446570172,1.3512241468434434e-05
FABD7,0.18167938931297709,0.5005731753916699,0.00016652305108482207,0.0006435954393781878,0.014340244373269742,0.0061878287597485065,0.00017514750444722562
OCDCEAt,0.0022900763358778627,0.39174641148325356,0.0015267175572519086,0.0002860401760087366,0.00015521046621393868,0.0012333084122004797,0.0015267175572519082
ACGK,0.1900763358778626,0.520460866110449,1.948160656504306e-05,0.0006369939935791917,0.017575968744739743,0.006197414052269791,1.9840025530432338e-05
UPPDC1,0.11221374045801527,0.4782767433369843,3.305490224101292e-05,0.00046894845896204953,0.007061575215483549,0.006058701235577089,3.4152811467028e-05
XANt,0.0030534351145038168,0.3792704111175449,0.0015267175572519077,0.00026848146186677626,0.00012168602643307045,0.0016829127302192695,0.0015267175572519084
SUCCabc_rev,0.44732824427480916,0.6193853427895981,0.0023067776468363643,0.0013961628542804203,0.04500407034554579,0.0063162996351264974,0.002199563397858754
FADD3418,0.33511450381679386,0.5725524475524476,0.001761876423321171,0.0011470776340609932,0.028402714721482168,0.006286495853264997,0.0018021661199938872
ACALD,0.3267175572519084,0.562473164448261,0.0014090435681246615,0.0010610071209809406,0.025662032483728003,0.006283321574907877,0.0014288160739665881
GF6PTA,0.04732824427480916,0.46586059743954483,0.0002694907279477294,0.00036233889479286434,0.002933426011737987,0.0056312065244576645,0.00039444262307319883
PPK,0.18854961832061068,0.520047637951568,6.041692857689837e-05,0.0006397876248742596,0.0174744485128787,0.006195756195863273,6.436701873024174e-05
UAGDP,0.08931297709923663,0.4853649499814746,0.00036655548455805835,0.00043159386296671076,0.0065158462124669855,0.005975519519827156,0.0004014707497631996
FOLR2,0.2366412213740458,0.5288655631812677,0.0008665023230507594,0.0008006625354685417,0.019977228973346823,0.0062373015938476,0.0008640423563558957
FABG9,0.23587786259541985,0.5284388866478419,1.5690123189016036e-05,0.0007486877625026709,0.020027434105384035,0.006236802392865415,1.5674802986013242e-05
MI3PP,0.36717557251908395,0.5882352941176471,0.001459404221716563,0.0011163042826959572,0.04079548050615495,0.00629685251124254,0.0013412137328664487
AFTA,0.007633587786259542,0.4336312479311486,4.3284466033308394e-05,0.00024762168945512315,0.0003356139718244437,0.003326982351811922,9.680008700815752e-05
FADD30,0.5038167938931297,0.6427870461236507,0.002285172161755231,0.0015335068415366492,0.04694307467258653,0.006326384884649727,0.0022294882763345143
FAS24,0.23740458015267174,0.5288655631812677,1.350424369979277e-05,0.0007517688452226427,0.020272747659945183,0.00623787944657065,1.351224146843443e-05
FAS25,0.14274809160305343,0.49063670411985016,9.434193737922808e-06,0.000511479757917644,0.01235056942972963,0.006130855828995741,9.922362423609835e-06
FAS26,0.11221374045801527,0.4782767433369843,3.968610823745704e-06,0.0004646690307025105,0.007046807153631005,0.006058715538615786,4.034880927647696e-06
FAS27,0.23587786259541985,0.5284388866478419,1.637572564447531e-05,0.0007488095314780077,0.020023635381779623,0.00623680136981784,1.6359787324108002e-05
FAS20,0.1435114503816794,0.4911886014248219,2.5712795886048134e-05,0.0005158502772847717,0.012355566579174793,0.006132240854812442,2.6907453109743473e-05
FAS21,0.11221374045801527,0.4782767433369843,3.966992920858405e-06,0.00046467638250112655,0.007046817426454971,0.006058715691555466,4.025408870031708e-06
FAS22,0.23587786259541985,0.5284388866478419,1.6375725644475313e-05,0.0007488095739091186,0.020023635402897234,0.006236801370045139,1.6359787324108002e-05
FAS23,0.3267175572519084,0.5723023154215815,8.162371992362993e-06,0.0009539490849838924,0.038429566275874294,0.006283469144419471,8.07928527253798e-06
CYSabc,0.4435114503816794,0.6179245283018868,0.0014760541937168079,0.0013670138589566005,0.04500447643354185,0.006315514714881895,0.0014563644876010877
PTHIO3,0.11221374045801527,0.4782767433369843,0.0003343240787773655,0.00048417994763163343,0.007061182927456942,0.006058337724754498,0.0003021997541379335
PTHIO2,0.11221374045801527,0.4782767433369843,0.0003343240787773655,0.00048417996416241137,0.007061182894369314,0.006058337724823098,0.0003021997541379335
FAS28,0.3267175572519084,0.5723023154215815,8.16237199236299e-06,0.000953949084866799,0.038429566275830884,0.006283469144418897,8.079285272537982e-06
GDH1,0.5099236641221374,0.6501240694789082,0.002610356200749807,0.0015234118709176322,0.04813174580472416,0.006327329799281103,0.002600713634849354
CITRt,0.0030534351145038168,0.387918270654427,0.0015267175572519092,0.00026736030649667273,0.00015077353604879253,0.0016853728368003264,0.0015267175572519077
MMSAD2,0.3244274809160305,0.5610278372591007,0.0006744929945017919,0.0010155868952893617,0.025641273161148875,0.006282441570731806,0.0006931912589219878
AKP1,0.36717557251908395,0.5882352941176471,0.0019299500999268163,0.0011243392769579499,0.04079875319440526,0.006296836942176043,0.001741602534705603
NAGINS,0.3656488549618321,0.5877074921489457,0.0004638151649312501,0.0010819577015356821,0.04079443736212733,0.006296399420516281,0.0004215461979817697
ADSK,0.18931297709923664,0.5202541699761716,0.00014696816654342446,0.0006462731989198859,0.017557829632328204,0.006196552369205703,0.0001724660063660814
MBTK2,0.05877862595419847,0.448016415868673,1.4909090538454943e-05,0.0003050966583053092,0.0033711260066329792,0.005773411720028949,2.0264441823666565e-05
MBTK3,0.05725190839694656,0.44618528610354224,4.822817545521063e-06,0.00029887933944842363,0.0032470007662903965,0.0057582663714640814,7.1729598935662e-06
CITabc_rev,0.4404580152671756,0.6167608286252354,0.0013633539961603637,0.0013338130892410613,0.044977400542740825,0.0063148944540293295,0.001307890256698874
MBTK1,0.05725190839694656,0.44771018455228984,1.2721088694612e-05,0.0003010703666502494,0.0032224681305909513,0.005758144486682704,1.804523258070714e-05
HMPK1,0.18931297709923664,0.5212892956625547,3.2717943018347062e-06,0.00063223094090775,0.01767144839722914,0.006196603284190919,3.8649566718692476e-06
PMPK,0.18854961832061068,0.520047637951568,3.561808072396559e-06,0.0006304888344866523,0.01752572047286449,0.00619577703244553,3.6202244542835532e-06
NDPK1,0.20916030534351146,0.5267390430237233,0.0008509197525439322,0.0007845329442642022,0.018095186561991022,0.006215538070858594,0.0008821877473793921
NDPK8,0.18854961832061068,0.520047637951568,3.781069053309078e-05,0.0006358410481524255,0.017475094522590228,0.00619577130684007,3.860855245173074e-05
NDPK2,0.1946564885496183,0.5223285486443381,0.0007488803298939548,0.0007239372905848151,0.01759611343818776,0.006201997995408557,0.0007708253688419982
NDPK5,0.1900763358778626,0.520460866110449,3.863703228037449e-06,0.0006343459778255388,0.017715936488052433,0.0061974184001711945,3.900555598317522e-06
NDPK4,0.19083969465648853,0.5206677265500795,0.0005621156168269137,0.0006735551344426498,0.017488801082019702,0.006198109656635078,0.0005452167778714175
NDPK3,0.1900763358778626,0.520460866110449,9.524112596395614e-06,0.0006362953184005328,0.017580791703509,0.006197408795090733,9.611632413979901e-06
NDPK7,0.1900763358778626,0.520460866110449,3.86030833464753e-06,0.0006341960339048884,0.017715762722956538,0.006197417639425019,3.895194793896599e-06
BARB,0.4809160305343511,0.6374695863746959,0.0009251581037462373,0.0013812158921137354,0.047546736580266036,0.006322554795409515,0.0009185054736855668
GTPDPDP,0.3656488549618321,0.5877074921489457,0.00011951974948829709,0.0010687666145998368,0.04083262706012398,0.006296390547099146,0.00011732227934278755
MPTAT,0.21908396946564884,0.53556827473426,0.0002221656339588791,0.000756317073915668,0.018972618654095257,0.006224218656496154,0.00023462634277344652
CELLBabc,0.4389312977099237,0.6161806208842897,0.001918121110598408,0.0013787681188388314,0.044972813438283514,0.006314558987686321,0.001906630021875273
ACCA3,0.45114503816793894,0.6255969436485196,0.0024157323758629405,0.0013435988107801061,0.039326004736528634,0.006317088260161483,0.0024301795909583324
MAS5,0.6076335877862595,0.6956983536909187,0.0032011086043212977,0.0018052784790882996,0.051957824534831686,0.00634002768328821,0.003126418704051156
HSTPT,0.0450381679389313,0.46552949538024163,1.1711063082089835e-05,0.00028340312100637235,0.0028285897467548813,0.005602461358428549,1.256948534319116e-05
SUCOAS,0.3511450381679389,0.5773468488320846,0.0024152201508407956,0.0011632835400461842,0.03041924744383069,0.006291870801247628,0.0025021310800009294
CPMPS,0.3847328244274809,0.5957253296953161,0.0006859067345277,0.0011688852235313646,0.04109912407895857,0.006301795540689435,0.0006795384395833365
PHETA1,0.0450381679389313,0.4656949875577675,1.6949594324782337e-05,0.00028391666159418514,0.0027905160384471554,0.005602463214438432,1.78573146869237e-05
ASPTA_opposite,0.05725190839694656,0.4717320849837955,7.727755294700548e-05,0.00033162274618249855,0.0035385224930729654,0.005756962118472672,8.654183497824798e-05
OMCDC,0.11221374045801527,0.4782767433369843,1.4966072604903113e-05,0.0004663632424058934,0.007027825996024277,0.006058700128546776,1.513087884376456e-05
TYRTA,0.04732824427480916,0.46869409660107336,2.878379285198565e-05,0.00029147708854284287,0.0029477184369981406,0.005636959473508797,3.406304351861363e-05
HIAA,0.33893129770992364,0.5765845070422535,0.003153446895493729,0.001141292536063217,0.03891383438347795,0.0062879333127197614,0.0031518008910569884
CYSS,0.02366412213740458,0.4590049053959355,2.880737280549574e-05,0.00022177253587780563,0.001691190842645327,0.005028882141989285,3.777134528725741e-05
