,degree_centrality,closeness_centrality,betweeness_centrality,pagerank_centrality,load_centrality
SUCBZL,0.10381679389312977,8.473452835331306e-30,9.435383936529379e+48,0.0011956077780648404,0.000658012112309647
LEUabc,0.14427480916030533,8.473452835331306e-30,1.520299592212719e+67,0.0007008872562556474,2.382750486684552e-05
NPHS,0.061068702290076333,8.473452835331306e-30,1.4051397742245789e-05,0.0003030754630706378,8.724190440643773e-05
DHNAOT,0.2198473282442748,8.473452835331306e-30,4.283746389133877e+69,0.0002017739410169522,0.0001791547078983647
PPTTm,0.0053435114503816794,8.473452835331306e-30,6.542788617143491e-06,0.00019067297234663487,2.9511821117952643e-05
NH3t,0.016793893129770993,8.488658669573397e-30,2.4178708454101805e+59,0.0007613546686845808,0.0006508085538170854
PRASCSi,0.0366412213740458,8.473452835331306e-30,3.1044897086898814e+41,0.001766249404918575,0.001457509271340476
MMAA25,0.003816793893129771,8.473452835331306e-30,0.0,0.0002844570759789995,9.060128758788266e-07
ADOCBLS,0.15267175572519084,7.747156878018449e-31,0.0,0.00021231860328596315,0.0
FCLT,0.15190839694656488,8.473452835331306e-30,0.0,0.0002649219722278768,0.00018562519884591234
G1SAT,0.0015267175572519084,8.473452835331306e-30,2.3885407102730347e-05,0.0001369635821933422,3.8602757621478195e-05
DHORDfum,0.012213740458015267,8.473452835331306e-30,1.5288548511465008e+42,0.000406277758847673,2.6706605444653232e-05
FMNAT,0.044274809160305344,8.473452835331306e-30,2.3162344025018527e+48,0.000501399733104623,0.0001652110936614765
LDH_D,0.1534351145038168,8.473452835331306e-30,4.845645443762609e+88,0.001036497671037786,0.00010885707403414239
TMDPP,0.0,0.0,0.0,0.00013375100571644895,0.0
ACS2,0.10534351145038168,8.549790248262208e-30,0.0,0.0011951542951211158,0.0
UPP3S,0.2099236641221374,8.473452835331306e-30,0.0006600084904606217,0.00024526200686438357,0.000829891779275932
ACS,0.1183206106870229,8.473452835331306e-30,3.3398239218424595e+92,0.0015168200517772683,4.2935736343562826e-05
HMBS,0.11908396946564885,8.473452835331306e-30,8.579506531030859e+79,0.00045960684036737073,0.0013187292821203052
PPBNGS,0.20916030534351146,8.473452835331306e-30,0.0007126237031939771,0.00026192686848785883,0.0008646639001892911
TMPPP,0.09389312977099236,8.473452835331306e-30,3.320845317889844e+37,0.0007753402435296082,7.2631146374101075e-06
IGAMD,0.11450381679389313,8.473452835331306e-30,3.080329761296474e+61,0.0004930292869376383,3.376208426222395e-05
THZPSN,0.25419847328244277,8.473452835331306e-30,3.59307995410033e+47,0.0005064432754220262,0.0015597097069858052
PPPGO_1,0.0061068702290076335,8.473452835331306e-30,0.0008367735784007105,0.00017466153659778492,0.0008990726154869394
ICL,0.006870229007633588,8.473452835331306e-30,1.290817650240323e-07,0.00032889525772533456,1.5865707952831715e-05
Ht,0.2511450381679389,8.473452835331306e-30,1.6120904507199158e+90,0.0007552170617241502,0.0013760687491726573
THIC,0.3282442748091603,8.473452835331306e-30,2.1945653934248466e+112,0.001041943154831779,0.00021301835120395273
DESA13,0.21755725190839695,8.473452835331306e-30,6.619608187178311e+46,0.0018097466270585207,0.00018858404533258807
DESA12,0.21755725190839695,8.473452835331306e-30,6.619399151320525e+46,0.0018096156325935733,0.0002114935764321125
DESA11,0.21755725190839695,8.473452835331306e-30,6.619399151320525e+46,0.0018096156325989158,0.0002114935764321125
PNTK,0.025190839694656488,8.473452835331306e-30,0.003269933403779546,0.0004543896353173978,2.4128703815802476e-05
PCOA,0.366412213740458,8.473452835331306e-30,1.0132379672864693e+72,0.0008360615373559261,0.00023991835833620838
GLU_Dabc_rev,0.14427480916030533,8.473452835331306e-30,7.601497961064218e+66,0.0009015608764370384,0.0013853050321155599
PTPATi,0.015267175572519083,8.473452835331306e-30,3.2855492332223995e+18,0.00041474925169971165,9.34011631933428e-06
DPCOAK,0.083206106870229,8.473452835331306e-30,129822015137.29555,0.0004884033918957961,6.526716053273412e-05
BO11,0.383969465648855,8.473452835331306e-30,3.781506652019697e+117,0.001742793133195755,0.00022712533743364754
BO10,0.383969465648855,8.473452835331306e-30,5.0420088693595967e+117,0.001887837788825375,0.00022629582283212988
BO13,0.38244274809160306,8.473452835331306e-30,1.2605022173398992e+117,0.0017427179923212475,0.00022548454767020828
FADD268,0.050381679389312976,8.473452835331306e-30,4.956958660640331e+25,0.0010324634837082384,1.97294319107061e-05
BO15,0.383969465648855,8.473452835331306e-30,2.5210044346797984e+117,0.001870444326252111,0.0002264765592058246
BO14,0.38549618320610685,8.473452835331306e-30,3.7815066520570745e+117,0.0020829737314517495,0.0008874443474067368
BO17,0.0015267175572519084,8.473452835331306e-30,3.014266964044376e-23,0.0001407298566133602,4.0496026602820435e-07
BO16,0.383206106870229,8.473452835331306e-30,1.2605022173398992e+117,0.0017427232844796775,0.0008755317381801735
BO19,0.32061068702290074,8.473452835331306e-30,6.660485632186738e+93,0.0012343843495857497,0.001608448235498134
BO18,0.11221374045801527,8.473452835331306e-30,1.9000909901187964e+42,0.000579251224000076,0.0007144274010643042
FADD261,0.015267175572519083,8.473452835331306e-30,1.0598796317926005e+20,0.00040450678383972827,4.1016661053408725e-06
FADD267,0.050381679389312976,8.473452835331306e-30,9.91391724678926e+25,0.0010101517085759407,1.967376538553167e-05
FADD266,0.017557251908396947,8.473452835331306e-30,5.888873680390325e+25,0.0005150474133508207,4.428995768529724e-06
FADD265,0.015267175572519083,8.473452835331306e-30,7635811400.016095,0.00041024900223485847,4.428995768529724e-06
FADD264,0.04885496183206107,8.473452835331306e-30,1.0554189869008963e-06,0.0010090507477766857,3.177046108189587e-06
CSD,0.13282442748091602,8.473452835331306e-30,8.62997421832857e+80,0.0004900655287353707,0.0037144315007899974
BKDA1,0.009923664122137405,8.473452835331306e-30,4.179377721527534,0.00014347179388335637,5.655622008263282e-06
BKDA2,0.009923664122137405,8.473452835331306e-30,4.179378092615378,0.00014345964249546592,5.665931213620754e-06
SIRA2,0.300763358778626,8.473452835331306e-30,1.1205910648388673e+70,0.0007413729615938422,0.0002925061474585417
4ABUTabc_rev,0.1450381679389313,8.473452835331306e-30,4.640533960802663e+84,0.0007503049580099496,0.0006739312517230949
CHOL1,0.22137404580152673,8.549790248262208e-30,0.0,0.0008068128794368351,0.0
GLNabc_rev,0.14580152671755725,8.473452835331306e-30,7.601497961064218e+66,0.0007303565112693927,0.0006741441006472695
MAS8,0.36259541984732824,8.473452835331306e-30,1.4611091875792136e+88,0.000806714226190327,0.00023868097291994013
FAS42,0.10916030534351145,8.473452835331306e-30,5.21226344519835e+91,0.0007933359539058907,0.0007571347269816921
FAS43,0.2099236641221374,8.473452835331306e-30,0.0,0.00016190444942529696,0.00015630904542753246
PHBADD,0.0030534351145038168,8.549790248262208e-30,0.0,0.00020384528798038807,0.0
FAS41,0.008396946564885497,8.473452835331306e-30,0.0,0.00013629733713845302,6.717765986160692e-06
FAS46,0.008396946564885497,8.473452835331306e-30,0.0,0.00013629458697154683,6.717764483762574e-06
FAS47,0.10916030534351145,8.473452835331306e-30,5.21226344519835e+91,0.0007933357190617084,0.0007571345665429686
FAS44,0.14274809160305343,8.473452835331306e-30,4.383327564769432e+88,0.0007429055310045535,8.81605843897887e-05
FAS45,0.0633587786259542,8.473452835331306e-30,1.8446302121953465e+23,0.00023644745749759567,0.0007018550976559476
FAS48,0.20916030534351146,8.473452835331306e-30,0.0,0.00016190444103078209,0.00015576317583676082
FAS49,0.14274809160305343,8.473452835331306e-30,4.383327563753528e+88,0.0007429073692217106,8.814376863634504e-05
LEUTAi,0.02900763358778626,8.473452835331306e-30,1.3443834408908783e+49,0.0004842613075482468,6.195232736613297e-05
VALTA,0.02900763358778626,8.473452835331306e-30,1.0960697839272667e+53,0.00047404114104803254,6.189010722483848e-05
ILETA,0.02900763358778626,8.473452835331306e-30,1.0960697839272667e+53,0.00047405329243592297,6.195232736613297e-05
ARACHt,0.003816793893129771,8.488658669573397e-30,3.046199098020852,0.00024865054673776156,0.0006508085538170854
NADK,0.11068702290076336,8.473452835331306e-30,4.0238562028750247e+89,0.0010540618722027595,4.741460214895991e-05
GMPS2,0.15267175572519084,8.473452835331306e-30,4.037414838158718e+79,0.0009257700263558561,8.31328522442973e-05
MBTA2,0.3251908396946565,8.473452835331306e-30,4.677989206720776e+88,0.0008979360669150594,0.00018062118433834998
MBTA3,0.3251908396946565,8.473452835331306e-30,4.677989100266721e+88,0.0008916845233678605,0.00018062118433834998
ALCD2x,0.34961832061068704,8.473452835331306e-30,1.0925794860409952e+117,0.001335155742694219,0.001568211223967143
MCA,0.11221374045801527,8.549790248262208e-30,0.0,0.0004685282822177708,0.0
AOBUTDs,0.008396946564885497,7.747156878018449e-31,0.0,0.00013725132165874537,0.0
HETZK,0.025190839694656488,8.473452835331306e-30,1.775296015531663e+36,0.00040236678747894764,1.8325321201735255e-05
ISCS,0.010687022900763359,8.473452835331306e-30,9.918092920011142e+29,0.00020963516658995728,8.356190126760652e-05
DAPDC,0.012213740458015267,8.473452835331306e-30,0.0007120405414074027,0.00022149203729464155,0.0007440303182983004
MSHS,0.08473282442748091,8.473452835331306e-30,2.5173788970023946e+100,0.000828666631594237,4.8302915247807514e-05
KASB19,0.022900763358778626,8.473452835331306e-30,0.0,0.00015118497117502837,2.689693771685062e-05
KASB18,0.022900763358778626,8.473452835331306e-30,0.0,0.0001511849711750284,2.6896942628632324e-05
KASB15,0.022900763358778626,8.473452835331306e-30,0.0,0.00015131596564539547,2.6896942628632324e-05
MALabc,0.1450381679389313,8.473452835331306e-30,1.5202995983763368e+67,0.0007009183898116255,2.5252592911235637e-05
MALabc_rev,0.14580152671755725,8.473452835331306e-30,7.601497961063595e+66,0.0007321735629097171,0.0006738234882631628
KASB16,0.022900763358778626,8.473452835331306e-30,0.0,0.00015131596564539547,2.6896942628632324e-05
KASB11,0.022900763358778626,8.473452835331306e-30,0.0,0.00015131596564539547,2.6896942628632324e-05
KASB10,0.022900763358778626,8.473452835331306e-30,0.0,0.00015131596564539547,2.6896942628632324e-05
KASB13,0.022900763358778626,8.473452835331306e-30,0.0,0.00015131596564539547,2.6896942628632324e-05
KASB12,0.022900763358778626,8.473452835331306e-30,0.0,0.00015131596564539547,2.6896942628632324e-05
FADD28,0.18625954198473282,8.473452835331306e-30,5.450510031591214e+80,0.0008307668606452719,0.0012962628765182654
26DAP_LLabc_rev,0.14427480916030533,8.473452835331306e-30,4.640533960806484e+84,0.0007527780971876539,0.0006740928732761105
MGCH,0.11221374045801527,8.473452835331306e-30,4305722.955454529,0.0004901665474819164,0.0006602021547683135
GLCabc_rev,0.1465648854961832,8.473452835331306e-30,7.636608798518916e+66,0.0008916528645750429,0.0006740930673424224
GLCabc,0.1465648854961832,8.473452835331306e-30,1.520299592212907e+67,0.0007054440120003402,0.00010837816003275712
BPNT,0.12442748091603054,8.473452835331306e-30,1.993817370182768e+66,0.000843620579007132,0.0006538751873037699
BPNT2,0.12366412213740458,8.473452835331306e-30,1.9699851539456026e+66,0.00048268476413178935,1.5884255955232563e-05
PCAA3,0.003816793893129771,8.473452835331306e-30,0.0,0.00023137155596797908,9.060128758788266e-07
PCAA2,0.003816793893129771,8.473452835331306e-30,0.0,0.00023137155596797908,9.060128758788266e-07
PCAA1,0.003816793893129771,8.473452835331306e-30,0.0,0.00023137155596799808,9.06168750942102e-07
FADE282,0.004580152671755725,8.549790248262208e-30,0.0,0.00025830505536460647,0.0
DASYN160190,0.5389312977099237,8.473452835331306e-30,6.62162570951181e+111,0.004620390296625173,0.11853450974269611
FACOAL170,0.10458015267175573,8.473452835331306e-30,2.655702452498824e+86,0.0011951542951211158,8.030268926805432e-06
FAS37,0.10916030534351145,8.473452835331306e-30,5.21226344519835e+91,0.0007933358390882021,0.0007571272137949642
FAS36,0.008396946564885497,8.473452835331306e-30,0.0,0.00013629598986914036,6.717695670992505e-06
FAS35,0.0633587786259542,8.473452835331306e-30,4.6115953342771825e+22,0.00023657847444840535,0.0007018550288431777
FAS34,0.14198473282442747,8.473452835331306e-30,4.383327570864859e+88,0.0007429073692349677,8.754110450241245e-05
FAS33,0.20916030534351146,8.473452835331306e-30,0.0,0.00016190444520358205,0.00015575810902638198
FAS32,0.10916030534351145,8.473452835331306e-30,5.21226344519835e+91,0.0007933358390882021,0.00075712949973259
FAS31,0.008396946564885497,8.473452835331306e-30,0.0,0.00013629598986914036,6.7177170154642355e-06
FAS30,0.0633587786259542,8.473452835331306e-30,1.0813598089203291e+22,0.00023657847444840535,0.0007018550501876494
XPPT,0.0053435114503816794,8.549790248262208e-30,0.0,0.0008947222764022673,0.0
GUAPRT,0.0061068702290076335,8.549790248262208e-30,0.0,0.0008272574539085094,0.0
HXPRT,0.006870229007633588,8.473452835331306e-30,9.517104983924278e-06,0.0009196963557446078,2.5601931654779648e-05
GTPCI,0.11526717557251909,8.473452835331306e-30,2.82818395827091e+30,0.0006753184059173818,1.668308821349249e-05
FAS39,0.1435114503816794,8.473452835331306e-30,4.3833275668012414e+88,0.0007638530913345786,8.841692577039803e-05
FAS38,0.2099236641221374,8.473452835331306e-30,0.0,0.00016190444520358202,0.00015651113218313626
G6PDA,0.34580152671755726,8.473452835331306e-30,7.772023573879944e+80,0.0011874142544133432,0.015474056423221872
CITt7,0.01603053435114504,8.473452835331306e-30,1.1897488629788806e+27,0.0006204013498137907,0.0025879846855683076
ADNt2,0.15648854961832062,8.473452835331306e-30,1.3205203722992117e+38,0.0017838529097367237,0.0008380739425029587
TRE6PP,0.1251908396946565,8.473452835331306e-30,1.9768557943469253e+66,0.0007738810683487338,4.773819655616346e-05
HOPNTAL2,0.010687022900763359,7.76617608475663e-31,8.330882665349276e-08,0.0006673710346687485,4.6483018885972664e-07
CDPPT160190,0.004580152671755725,8.473452835331306e-30,2.2604774737582995e-05,0.00020916655063079708,5.856781871207431e-05
VALt2r_rev,0.14427480916030533,8.473452835331306e-30,7.600556681828096e+66,0.0007304074159612995,0.0006737555123489024
PGSA160190,0.0053435114503816794,8.473452835331306e-30,0.0,0.000186359310783573,4.380246586943286e-06
PGSA2,0.003816793893129771,8.473452835331306e-30,0.0,0.00016094918693297444,9.049383338126596e-06
MAS6,0.36259541984732824,8.473452835331306e-30,2.9222183751584272e+88,0.0008072170263157594,0.00023867125683613074
MCACP,0.007633587786259542,8.473452835331306e-30,0.0024654997952103298,0.00014981130080364208,0.00247892834449761
RBFSb,0.004580152671755725,8.473452835331306e-30,0.0,0.00013501572062733297,8.794481328622206e-05
PPSC1,0.36717557251908395,8.473452835331306e-30,4.2222549222611895e+71,0.0008417170682268781,0.0002147111903428238
OTSB1,0.12442748091603054,8.473452835331306e-30,2.0669301042083948e+66,0.0005897325581871309,0.0006584869694901095
ECHA192,0.0,0.0,0.0,0.00013375100571644895,0.0
MNt2,0.2549618320610687,8.473452835331306e-30,9.740727798911816e+87,0.0007939628425130602,0.0009423988229734692
NAGINSP,0.004580152671755725,8.473452835331306e-30,0.0007120405416885744,0.0008017612092015942,0.0007524559340304665
MALS,0.1984732824427481,8.473452835331306e-30,6.439410750458772e+88,0.001116501669514023,0.0007530451970634206
DCPDP,0.12442748091603054,8.473452835331306e-30,1.9702242846812217e+66,0.0006298706263294899,2.618392368060093e-05
ASNN,0.1297709923664122,8.473452835331306e-30,1.274914670645028e+83,0.0004968468676036716,0.00019167265962656148
INO1,0.004580152671755725,8.473452835331306e-30,148.37138695068114,0.0015216085289689203,3.7545287224110565e-05
PNCA,0.0,0.0,0.0,0.00013375100571644895,0.0
FADE2,0.3877862595419847,8.473452835331306e-30,5.80792571123321e+115,0.0018696406656576565,0.0002373474377573565
FADE3,0.383969465648855,8.473452835331306e-30,4.978222038199894e+115,0.001843062370573015,0.000226121111808344
CHORM,0.0022900763358778627,8.473452835331306e-30,0.0006496422302439365,0.00014062045211305779,0.0006679871529206643
FADE1,0.38549618320610685,8.473452835331306e-30,6.637629384332134e+115,0.0018811072786995816,0.00022763681233609208
FADE6,0.383206106870229,8.473452835331306e-30,2.4891110190999476e+115,0.0017422083932482793,0.0002261211080347808
FADE7,0.383206106870229,8.473452835331306e-30,1.6594073460666316e+115,0.0017422083867503519,0.000226120083554516
FADE4,0.383206106870229,8.473452835331306e-30,4.148518365166579e+115,0.0017426131363641555,0.00022612111180829287
FADE5,0.383206106870229,8.473452835331306e-30,3.318814692133263e+115,0.0017422100093606922,0.00022612111179445238
FADE233,0.0053435114503816794,8.473452835331306e-30,6.654411725202079e+20,0.00036434487031963836,5.064900898606725e-06
MBCOAi,0.0053435114503816794,8.473452835331306e-30,1395672415.1326535,0.000200227648895514,5.123937113672571e-06
OIVD3,0.0053435114503816794,8.473452835331306e-30,1083444789.4791234,0.0003643450476455222,5.072286675024391e-06
PPNDH,0.2152671755725191,8.473452835331306e-30,0.0007114573796208282,0.0001935175478483808,0.0008747102798995917
KATG1,0.0030534351145038168,8.627515614155489e-30,0.0,0.00015784977397566055,0.0
CAT,0.22900763358778625,8.473452835331306e-30,3.242847654849762e+29,0.00036452090887997097,0.010903288042429408
MCITS,0.18167938931297709,8.473452835331306e-30,3.478761257535575e+108,0.0011005496590579624,0.02187639137875562
AOXSr,0.07099236641221374,8.473452835331306e-30,5.931261059585512e+53,0.00018073827422828364,5.4331098093439715e-05
LEUabc_rev,0.14427480916030533,8.473452835331306e-30,7.601497961063595e+66,0.0007310760897914335,0.000673818580130312
PYRD1,0.0053435114503816794,8.473452835331306e-30,9.705214288492817e-07,0.00015830412790694177,0.0001849048750617138
MYC1CYC5,0.003816793893129771,8.473452835331306e-30,7.507063862596902e-10,0.00016604884443000681,9.06168750942102e-07
ETOHt2r,0.15572519083969466,8.473452835331306e-30,0.0006516744548100648,0.00018778501846622214,0.0008380739425029587
MMAA24,0.003816793893129771,8.473452835331306e-30,0.0,0.00031428616144528476,9.060128758788266e-07
MMAA23,0.003816793893129771,8.473452835331306e-30,3.965012274062435e+21,0.0001731461269622588,1.9952544062708722e-05
MCITL2,0.01450381679389313,8.473452835331306e-30,0.013916572874812658,0.0005240395097342202,0.013973587788997741
MMAA21,0.003816793893129771,8.473452835331306e-30,3.965012274062435e+21,0.0001731461269623011,1.9952544062708722e-05
ASP1DC,0.009923664122137405,8.473452835331306e-30,6.617978058953149e-12,0.0001933255297466862,1.2236583095989383e-05
LPFPLT,0.004580152671755725,7.7534862545527765e-31,0.0,0.0002452498961846585,0.0
TREY,0.11374045801526718,8.473452835331306e-30,1.1546285538365322e+23,0.0005318290202428018,0.001222844358455493
Kabc_rev,0.14274809160305343,8.473452835331306e-30,7.601497961063595e+66,0.0007007109530644635,2.3593207555106907e-05
PC,0.13435114503816795,8.473452835331306e-30,1.1571911811630794e+72,0.0012604464957329438,2.7962792087523092e-05
FAS17,0.10916030534351145,8.473452835331306e-30,5.21226344519835e+91,0.0007933358390882021,0.0007571537236854917
PCD,0.3137404580152672,8.473452835331306e-30,8.778261573699386e+112,0.0010302931504647735,0.0014306546769779192
CADVt,0.11068702290076336,8.473452835331306e-30,1.6315719066322185e+90,0.0007688147025506887,0.001182587833804399
FAS16,0.008396946564885497,8.473452835331306e-30,0.0,0.00013629598986914036,6.717943752828118e-06
SHSL1,0.009923664122137405,8.473452835331306e-30,1.0269583416917007e+30,0.00017017758924027672,1.3140755718198045e-05
SHSL4r,0.1251908396946565,8.473452835331306e-30,2.362041594125352e+68,0.0004622197267542694,3.767480557997674e-05
METB2,0.34580152671755726,8.473452835331306e-30,8.074829685679223e+79,0.0010703774116285543,0.00023367289261369946
METB1,0.007633587786259542,8.473452835331306e-30,1.016283753132133e+35,0.00017524321177364262,3.246193398858336e-05
ADA,0.12213740458015267,8.473452835331306e-30,8.629974218142289e+80,0.0020691003751487306,3.715395071926137e-05
HSA,0.21374045801526717,8.627515614155489e-30,1.3922948518735972e-10,0.00028362294630378536,2.0187144006756053e-06
ADD2,0.12290076335877863,8.473452835331306e-30,8.629974219226953e+80,0.0006376988159400114,6.39953239439789e-05
APRAUR,0.10916030534351145,8.473452835331306e-30,5.21226344519835e+91,0.000823571620351541,3.0979740515895744e-05
PEPCKm,0.13435114503816795,8.473452835331306e-30,1.8223742028742114e+63,0.0025120869747806327,0.0034294527857216075
MCOATA,0.1267175572519084,8.473452835331306e-30,8.355968924835152e+37,0.0010166228468450056,0.027959273880490677
FADB3,0.22137404580152673,8.549790248262208e-30,0.0,0.0007875522647147494,0.0
FADB2,0.22137404580152673,8.549790248262208e-30,0.0,0.0007875522647147494,0.0
HBCO_nadp,0.0,0.0,0.0,0.00013375100571644895,0.0
KDH,0.0,0.0,0.0,0.00013375100571644895,0.0
FADD344,0.18702290076335878,8.473452835331306e-30,5.450510031591249e+80,0.0008859988655652001,0.001252088371185251
FADD345,0.1099236641221374,8.473452835331306e-30,5.564283694629485e+61,0.0013009601403460014,1.8436465055851787e-05
FADD346,0.18854961832061068,8.473452835331306e-30,5.450510031591249e+80,0.0009087071273435799,0.001256865166812619
FADD347,0.10916030534351145,8.473452835331306e-30,5.366367942123073e+61,0.0013009601403460014,1.7939516756467826e-05
FACOAL100,0.10381679389312977,8.473452835331306e-30,3.989813275942626e+57,0.0011951542951211158,7.1611722026880846e-06
FADD342,0.18625954198473282,8.473452835331306e-30,5.450510031591227e+80,0.0008185142648941372,0.001252088371185251
DHPPDA2,0.11984732824427481,8.473452835331306e-30,8.629974218142289e+80,0.0005415839343427434,1.8454020697032145e-05
TDPDRR,0.11068702290076336,8.473452835331306e-30,1.873731729633064e+69,0.0008961506848051386,0.002571331310809531
O16RHAT,0.003816793893129771,8.473452835331306e-30,0.00013436157478831216,0.0003510858350251229,4.0462409473378815e-05
ORNDC,0.00916030534351145,8.473452835331306e-30,3.927278055926117e-06,0.00023941391925107116,3.7229678116178985e-05
ECOAH9ir,0.11221374045801527,8.473452835331306e-30,8.727191613987241e+58,0.0005630072615502284,1.5210666130437641e-06
ECOAH12,0.11221374045801527,8.473452835331306e-30,3.1842916791625976e+64,0.0005630072087139999,4.394441755412303e-07
FBIA2,0.0366412213740458,8.549790248262208e-30,0.0,0.0007179168475759055,0.0
GF4GL_0,0.03740458015267176,8.549790248262208e-30,0.0,0.00074138347559415,0.0
PGPP160190,0.12366412213740458,8.473452835331306e-30,1.969985066674336e+66,0.0005124115588172313,0.000658221997622146
KASB20,0.022900763358778626,8.473452835331306e-30,0.0,0.0001511849711750284,2.6378343498718795e-05
FABG18,0.10916030534351145,8.473452835331306e-30,5.21226357178405e+91,0.0007863380700895644,0.000739703888297513
MYCON5,0.2954198473282443,8.473452835331306e-30,5.047381862098826e+78,0.0013093129750833803,9.175996769551396e-05
GLYK,0.03206106870229008,8.473452835331306e-30,6.687287048178002e+51,0.0005118279654200169,0.002433834109355756
ADOCBIK,0.025190839694656488,8.549790248262208e-30,0.0,0.00040078204267934836,0.0
ENO,0.21450381679389313,8.473452835331306e-30,0.008367788475556774,0.00027839253911749135,0.008709085646374095
FADD348,0.18778625954198472,8.473452835331306e-30,5.450510031591249e+80,0.0009986591371331738,6.0154056441084954e-05
HIBH,0.1717557251908397,8.473452835331306e-30,3.1842916790563996e+64,0.0009378121961489659,0.0007629671108141749
FADD349,0.18549618320610686,8.473452835331306e-30,5.450510031591198e+80,0.0008140757111979882,0.0012962628765182654
PPGPPDP,0.1183206106870229,8.473452835331306e-30,5.910557776920454e+65,0.000488686446828769,2.3784748444808328e-05
FAS68,0.09465648854961832,8.473452835331306e-30,4.361770018670364e+79,0.0009626452879577585,1.5384950707361753e-05
LIPY,0.12595419847328243,8.473452835331306e-30,5.519215594795172e+62,0.0004793915414801889,0.00012414840891920433
PKS133,0.2954198473282443,8.473452835331306e-30,7.215862433634877e+71,0.0013103902368377886,9.175996769551396e-05
PKS132,0.2954198473282443,8.473452835331306e-30,7.215862433634877e+71,0.0013103902368377886,0.0008014678619566186
MYCON1,0.2954198473282443,8.473452835331306e-30,5.047381862098826e+78,0.0013103902368377886,9.175996769551396e-05
CHCD,0.22213740458015266,8.627515614155489e-30,6.867878693984302e-19,0.001752303880859776,2.1893746806697775e-06
LIPW,0.19618320610687023,8.549790248262208e-30,0.0,0.0010254379476929653,0.0
PKS135,0.2954198473282443,8.473452835331306e-30,7.215862433634877e+71,0.0013112644573298772,9.175996769551396e-05
PKS134,0.2954198473282443,8.473452835331306e-30,7.215862433634877e+71,0.001311755415326376,9.175996769551396e-05
ADMDC,0.09694656488549618,8.473452835331306e-30,2.202787665913155e+93,0.0007568040798831132,0.0006250567589832237
LIPB,0.019083969465648856,8.473452835331306e-30,9.325684316452454e+52,0.0007703932961483967,4.840343790065028e-06
KARI,0.0015267175572519084,8.473452835331306e-30,1.0274767033214561e-75,0.00017409461494805875,5.200128169677699e-07
LIPA,0.233587786259542,8.473452835331306e-30,1.307680043707798e+102,0.0010489368979458328,0.0002994209789193908
BiomassGrowthInVitro,0.37786259541984735,8.549790248262208e-30,0.0,0.007906012363734893,0.0
KARA1i,0.10916030534351145,8.473452835331306e-30,1.3537675684018089e+73,0.0008191349764414302,0.0007786725947344527
L_LACt2r,0.1549618320610687,8.473452835331306e-30,0.1200887576226693,0.00023811580754255621,0.0008380739425029587
HDAD,0.11374045801526718,8.787284421825007e-30,2.3326510075248013e-06,0.0005945526007513259,3.0602860541906724e-06
UAMRH,0.31679389312977096,8.473452835331306e-30,8.253077377612052e+68,0.0008334295867265705,0.0001873105606779988
RNMK,0.17404580152671756,8.549790248262208e-30,0.0,0.00044562841404764176,0.0
GLNabc,0.15572519083969466,8.473452835331306e-30,8.074829676395593e+79,0.0007008667588184647,0.00016249354578389612
PRO1xm,0.3511450381679389,8.473452835331306e-30,9.070885627281147e+110,0.0013829434805050327,0.0010874093430791455
P5CR,0.31221374045801525,8.473452835331306e-30,1.3403110136216769e+73,0.0023020179657741078,0.001207278724181251
ADNCYC,0.01450381679389313,8.473452835331306e-30,7635811400.016095,0.0004002606132044596,3.578906908283704e-06
CO2t,0.10381679389312977,8.488658669573397e-30,1.6182888848682535e+95,0.001525701385982385,0.0006508085538170854
5DOAN,0.0,0.0,0.0,0.00013375100571644895,0.0
DRBK,0.0,0.0,0.0,0.00013375100571644895,0.0
UAMAS,0.03816793893129771,8.473452835331306e-30,2.570938200455801e+44,0.00047291040221345037,2.6439801104016093e-05
UAPGR,0.1099236641221374,8.473452835331306e-30,3.2047561715826285e+64,0.0008096228956427367,3.350911070164258e-05
UAGCVT,0.01450381679389313,8.473452835331306e-30,2.6153590877307783e-16,0.0005249051643117381,9.19789867839574e-06
ALKP,0.0,0.0,0.0,0.00013375100571644895,0.0
PDHbr,0.10152671755725191,8.473452835331306e-30,4.1828102431538066e+83,0.0009917769146718576,0.0034590605694550915
UGMDDS,0.035114503816793895,8.473452835331306e-30,0.00017285945544447028,0.0004290409296947931,6.939156406423144e-05
UAAGDS,0.035114503816793895,8.473452835331306e-30,2.340063873162453e+43,0.0005066309330830967,2.6632282608735118e-05
ALAR,0.004580152671755725,8.473452835331306e-30,3.1596870204889975e+42,0.00017639756353008453,6.1026950291633444e-05
CYSTS,0.21374045801526717,8.473452835331306e-30,5.30809518127081e+43,0.0017123537247943372,0.00015474384592374616
YUMPS,0.0,0.0,0.0,0.00013375100571644895,0.0
PSERT,0.02748091603053435,8.473452835331306e-30,9.313630008473774e+40,0.0004770456982382848,6.224494474784881e-05
PSP_L,0.1297709923664122,8.473452835331306e-30,1.9690437874388508e+66,0.0004964957922761751,0.0013036087349720573
MTI,0.0061068702290076335,8.473452835331306e-30,5.264770857481264e+37,0.0004867422987769952,0.0007338030950060291
AMMQT8,0.004580152671755725,8.473452835331306e-30,0.0,0.00015835197613557595,7.498634142636862e-07
HCO3E,0.18854961832061068,8.473452835331306e-30,2.5963696422988796e+62,0.0017540195043300787,0.00026970804315509236
