,degree_centrality,closeness_centrality,betweeness_centrality,pagerank_centrality,eigenvector_centrality,load_centrality
MAS3,0.06224737267582862,1.2181554096671296e-29,0.0,0.00017489946385273517,1.7241335033730462e-30,4.8159696476104604e-05
PKS122,0.27809215844785773,1.2181554096671296e-29,1.2767576600039479e+82,0.0007164926579414951,0.007277278934073528,0.00011913612183684415
PKS121,0.5860953920776071,1.2181554096671296e-29,2.706356796263063e+91,0.00122183667626766,0.04259525227038527,0.00017867556884869877
ACOADH1,0.007275666936135812,1.2181554096671296e-29,31773.690182479866,0.0005402306586966712,1.0462667849211252e-30,1.1969560842384407e-05
BKDC1,0.07275666936135812,1.2181554096671296e-29,1.381678567615901e+27,0.0008126923115829351,0.007277278934073528,1.594422821527711e-05
3M2OPLOXRD,0.3217461600646726,1.2181554096671296e-29,1.4649741812124668e+127,0.0011322026389364909,0.04259525227038527,6.418962706419646e-06
PTA2,0.0856911883589329,1.2181554096671296e-29,1.2745822246633365e+82,0.0007164926579414951,0.007277278934073528,9.928331114371353e-06
OPP,0.01131770412287793,1.2181554096671296e-29,0.0007142026738834815,0.00015861351653899937,1.940059193683461e-32,0.0007720815512901115
HEXTT,0.01131770412287793,1.2181554096671296e-29,0.00013338372483016845,0.00015859682854595114,1.940059193683461e-32,2.2551456293422152e-05
PPTT,0.01131770412287793,1.2181554096671296e-29,0.0,0.0001584006803813129,1.940059193683461e-32,2.623230326926213e-05
GGTT,0.01131770412287793,1.2181554096671296e-29,3.88070452664561e-05,0.00015609202111380378,1.940059193683461e-32,2.238071036498329e-05
LIPY,0.14793856103476152,1.2181554096671296e-29,4.772665110674431e+63,0.0005869407260740601,0.035970852347942804,2.3685919235105316e-05
GMHEPPA,0.14227970897332254,1.2181554096671296e-29,3.0851180765805007e+60,0.0005763745411657524,0.035970852347942804,0.0007732075928104527
AACPS11,0.050121261115602264,1.2181554096671296e-29,6.852590165040375e+132,0.001603381410181853,0.002259544919539363,1.225718709289666e-05
ALAALAD,0.13177041228779304,1.2181554096671296e-29,9.523688789905264e+119,0.0005761923573752876,0.035970852347942804,1.729133661073512e-05
ARACHTA,0.07841552142279709,1.2181554096671296e-29,3.632264789653458e+104,0.0014438478403757773,0.0007063668800907122,4.8152467070584556e-05
CHRPL,0.0137429264349232,1.2181554096671296e-29,0.0007063754306927973,0.0001327181326547485,5.531429840773246e-95,0.0007531046686863505
FACOAL200,0.09781729991915925,1.2181554096671296e-29,1.9050131459646028e+131,0.0008384755520319722,0.008830456973522178,2.5046396352509546e-05
FACOALPHDCA,0.3726758286176233,1.2181554096671296e-29,1.0387654007206892e+156,0.0049254408068154015,0.02574265832953575,0.0018350727661608634
FACOALPREPH,0.3726758286176233,1.2181554096671296e-29,5.193827003603446e+155,0.004882061279520297,0.02574265832953575,0.0003934636661586492
FAH4,0.5351657235246564,1.2316904697745422e-29,0.0,0.001227620138915047,0.04672920606822009,0.0
FASPHDCA,0.5448666127728374,1.2181554096671296e-29,9.146017022849518e+121,0.0012777495369520242,0.04259525227038527,0.000848181651390848
FASm1601,0.587712206952304,1.2181554096671296e-29,6.402211915994662e+122,0.0012295205211723165,0.04259525227038527,0.00017895069171425948
FASm1801,0.5869037995149555,1.2181554096671296e-29,5.4876102137097115e+122,0.0012061168984201203,0.04259525227038527,0.00017895069171425948
FASm2001,0.5869037995149555,1.2181554096671296e-29,4.573008511424758e+122,0.0012060560307953932,0.04259525227038527,0.00017895069171425633
FASm220,0.587712206952304,1.2181554096671296e-29,3.658406809139807e+122,0.0012531148061639679,0.04259525227038527,0.00017895069172055915
FASm2201,0.5869037995149555,1.2181554096671296e-29,3.658406809139807e+122,0.001206055871208349,0.04259525227038527,0.00017895069171310033
FASm240,0.5869037995149555,1.2181554096671296e-29,2.7438051068548557e+122,0.0012061782657653516,0.04259525227038527,0.00017895069399484216
FASm2401,0.5869037995149555,1.2181554096671296e-29,2.7438051068548557e+122,0.00120605587079303,0.04259525227038527,0.0001789506912945912
FASm260,0.5869037995149555,1.2181554096671296e-29,1.8292034045699036e+122,0.0012060561916797346,0.04259525227038527,0.00017895151732034558
FASm2601,0.5869037995149555,1.2181554096671296e-29,1.8292034045699036e+122,0.0012060558707919534,0.04259525227038527,0.00017895053978240935
FASm2602,0.5869037995149555,1.2181554096671296e-29,4.573008511424758e+122,0.0012060367647481213,0.04259525227038527,0.00017895069171425024
FASm280,0.587712206952304,1.2181554096671296e-29,9.146017022849518e+121,0.0012060558716271376,0.04259525227038527,0.00017925957793942977
FASm2801,0.587712206952304,1.2181554096671296e-29,9.146017022849518e+121,0.001206055870791951,0.04259525227038527,0.00017889768837212164
FASm2802,0.5869037995149555,1.2181554096671296e-29,3.658406809139807e+122,0.0012060558209833563,0.04259525227038527,0.00017895069171089168
FASm300,0.5869037995149555,1.2181554096671296e-29,2.7438051068548557e+122,0.0012060558706623713,0.04259525227038527,0.0001789506904950287
FASm3001,0.5860953920776071,1.2316904697745422e-29,0.0,0.0012060462884966152,0.04259525227038527,0.0
FASm320,0.5869037995149555,1.2181554096671296e-29,1.8292034045699036e+122,0.001206055870791613,0.04259525227038527,0.00017895025032712555
FASm340,0.587712206952304,1.2181554096671296e-29,9.146017022849518e+121,0.0012060558707919502,0.04259525227038527,0.00017889740466418212
GGLUCT2,0.009700889248181082,1.2181554096671296e-29,0.0007325374836814193,0.00022849346869455257,2.1905998299392735e-61,0.0007572109194226365
GMT1,0.012934518997574777,1.2181554096671296e-29,2.3131548903875457e+86,0.0004403224664366458,4.505693251817921e-30,0.00153913811079511
MCBTS_1,0.6135812449474535,1.2181554096671296e-29,2.2812001834688362e+117,0.0014053347500232263,0.04828238410766874,0.00018840653531585798
MCBTS2_1,0.6143896523848019,1.2181554096671296e-29,2.2812001834688362e+117,0.0014032701984038607,0.04828238410766874,0.00020279566445960016
MCBTS3,0.5578011317704122,1.2181554096671296e-29,4.923658037007893e+109,0.001953353838466222,0.022624208981965405,0.0017208074385974064
PDIMAS,0.5222312045270816,1.2181554096671296e-29,4.461027686148066e+90,0.0011354828812094292,0.04259525227038527,0.0015927137564209855
PGLS,0.21422797089733225,1.2316904697745422e-29,0.0,0.00014094921737486992,7.674226803162881e-33,0.0
PGPP160,0.14308811641067096,1.2181554096671296e-29,3.0851180765805046e+60,0.0005756491543195164,0.035970852347942804,7.701845760285204e-06
PGPP160190,0.1438965238480194,1.2181554096671296e-29,3.0851180765805303e+60,0.0005756691599338546,0.035970852347942804,0.0007990263188466861
PGPP190,0.14308811641067096,1.2181554096671296e-29,3.0851180765805592e+60,0.0005756925225611389,0.035970852347942804,7.701845760285204e-06
PHTHDLS,0.32093775262732416,1.2181554096671296e-29,4.003258468824382e+75,0.0011337444181031145,0.04259525227038527,1.0195941009519614e-05
PHTHDLS2,0.3201293451899757,1.2181554096671296e-29,4.778690516166125e+75,0.0011155481205081053,0.04259525227038527,1.0221591588276394e-05
PHTHS,0.025869037995149554,1.2181554096671296e-29,1.0156934764325943e+35,0.00035579976801435644,0.001643988868691227,1.3918659757927687e-05
PHTHS2,0.025869037995149554,1.2181554096671296e-29,1.2192073115943445e+35,0.0003542566685634453,0.001643988868691227,1.400156571487283e-05
PPDIMAS,0.52303961196443,1.2181554096671296e-29,4.461027686148068e+90,0.0011354105906982647,0.04259525227038527,0.00234533546061725
PREPHACPH,0.34599838318512527,1.2181554096671296e-29,1.818877913933636e+63,0.0005890187782243581,0.035970852347942804,6.58992009809505e-05
PREPPACPH,0.34438156831042843,1.2181554096671296e-29,1.8188778483841996e+63,0.0005749675325544419,0.035970852347942804,6.461839586087434e-05
PREPTHS,0.5860953920776071,1.2181554096671296e-29,2.7063567962630542e+91,0.0012192668493455827,0.04259525227038527,0.00017867556884869877
PREPTHS2,0.5869037995149555,1.2181554096671296e-29,2.7063567962630542e+91,0.0012545550207211436,0.04259525227038527,0.00017867556884869877
PREPTTA,0.14955537590945836,1.2181554096671296e-29,9.823492766745969e+86,0.0018574996866056732,0.007983645814164239,6.32090918840398e-05
